#USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
TX	48471	01384021	Walker County	2031126329	44745757	784.222	17.276	30.743163	-95.569825                                                                                                                 
TX	48473	01384022	Waller County	1329431896	11827973	513.297	4.567	30.01359	-95.982149                                                                                                                   
TX	48475	01384023	Ward County	2164201058	624206	835.603	0.241	31.513069	-103.105113                                                                                                                     
TX	48477	01384024	Washington County	1564855487	45471320	604.194	17.557	30.215075	-96.410272                                                                                                             
TX	48479	01384025	Webb County	8706187276	36554554	3361.478	14.114	27.760799	-99.340752                                                                                                                  
TX	48481	01384026	Wharton County	2813095079	21310003	1086.142	8.228	29.27848	-96.229674                                                                                                                 
TX	48483	01384027	Wheeler County	2368629232	2455912	914.533	0.948	35.392593	-100.253107                                                                                                                 
TX	48485	01384028	Wichita County	1625458309	13645835	627.593	5.269	33.988212	-98.70801                                                                                                                  
TX	48487	01384029	Wilbarger County	2514738100	18202665	970.946	7.028	34.08492	-99.24244                                                                                                                 
TX	48489	01384030	Willacy County	1529680708	502856285	590.613	194.154	26.481861	-97.594731                                                                                                              
TX	48491	01384031	Williamson County	2890005224	41559490	1115.837	16.046	30.649082	-97.605065                                                                                                            
TX	48493	01384032	Wilson County	2081662650	12111507	803.734	4.676	29.173883	-98.086734                                                                                                                  
TX	48495	01384033	Winkler County	2178876165	19838	841.269	0.008	31.832862	-103.054925                                                                                                                   
TX	48497	01384034	Wise County	2342372276	47035843	904.395	18.161	33.219095	-97.653997                                                                                                                   
TX	48499	01384035	Wood County	1671172293	130731064	645.243	50.476	32.783588	-95.382166                                                                                                                  
TX	48501	01384036	Yoakum County	2071252477	34329	799.715	0.013	33.162339	-102.832241                                                                                                                    
TX	48503	01384037	Young County	2368539759	42371869	914.498	16.36	33.158778	-98.67839                                                                                                                    
TX	48505	01384038	Zapata County	2585876042	154371160	998.412	59.603	26.996981	-99.182603                                                                                                                
TX	48507	01384039	Zavala County	3360268878	11208707	1297.407	4.328	28.864652	-99.75983                                                                                                                  
UT	49001	01448015	Beaver County	6689710369	5298466	2582.912	2.046	38.357535	-113.238948                                                                                                                 
UT	49003	01455966	Box Elder County	14973507312	2455159793	5781.304	947.943	41.622623	-113.060252                                                                                                        
UT	49005	01448017	Cache County	3016525066	21115037	1164.687	8.153	41.734118	-111.745394                                                                                                                 
UT	49007	01448018	Carbon County	3831481453	15484604	1479.343	5.979	39.673284	-110.588484                                                                                                                
UT	49009	01448019	Daggett County	1803965918	61230034	696.515	23.641	40.890099	-109.505785                                                                                                               
UT	49011	01448020	Davis County	841011791	804179376	324.716	310.495	41.037559	-112.201943                                                                                                                
UT	49013	01448021	Duchesne County	8379965573	38811228	3235.523	14.985	40.289393	-110.429584                                                                                                             
UT	49015	01448022	Emery County	11558171971	24695314	4462.635	9.535	39.009025	-110.7211                                                                                                                  
UT	49017	01448023	Garfield County	13414986702	75978582	5179.556	29.335	37.831663	-111.450907                                                                                                            
UT	49019	01448024	Grand County	9512657346	30634870	3672.858	11.828	38.974326	-109.57345                                                                                                                 
UT	49021	01448025	Iron County	8537032444	11390957	3296.167	4.398	37.909304	-113.30674                                                                                                                   
UT	49023	01455158	Juab County	8784753342	36271581	3391.812	14.005	39.71412	-112.790471                                                                                                                  
UT	49025	01448026	Kane County	10344775234	292843946	3994.14	113.068	37.275089	-111.815329                                                                                                               
UT	49027	01448027	Millard County	17574316025	133292861	6785.482	51.465	38.956744	-113.133092                                                                                                            
UT	49029	01448028	Morgan County	1577814087	4437369	609.197	1.713	41.091027	-111.577885                                                                                                                  
UT	49031	01448029	Piute County	1963753824	20286511	758.21	7.833	38.335881	-112.129375                                                                                                                   
UT	49033	01448030	Rich County	2664471792	149106409	1028.758	57.57	41.627598	-111.240227                                                                                                                 
UT	49035	01448031	Salt Lake County	1949876462	136855044	752.852	52.84	40.667883	-111.92424                                                                                                              
UT	49037	01448032	San Juan County	20263457815	285011859	7823.765	110.044	37.602633	-109.791574                                                                                                          
UT	49039	01448033	Sanpete County	4117605581	32165095	1589.816	12.419	39.373426	-111.576933                                                                                                              
UT	49041	01448034	Sevier County	4948109948	20139931	1910.476	7.776	38.746824	-111.81193                                                                                                                 
UT	49043	01448035	Summit County	4845023362	26030792	1870.674	10.051	40.87206	-110.968486                                                                                                                
UT	49045	01448036	Tooele County	18234213841	636479912	7040.27	245.746	40.467753	-113.123979                                                                                                             
UT	49047	01448037	Uintah County	11610607590	55966014	4482.881	21.609	40.125887	-109.517748                                                                                                              
UT	49049	01448038	Utah County	5191527713	362177780	2004.46	139.838	40.120418	-111.668563                                                                                                                
UT	49051	01448039	Wasatch County	3048291110	79107621	1176.952	30.544	40.334884	-111.161568                                                                                                              
UT	49053	01448040	Washington County	6287425956	7782767	2427.589	3.005	37.262531	-113.4878                                                                                                               
UT	49055	01448041	Wayne County	6374203167	14660837	2461.094	5.661	38.259856	-110.990872                                                                                                                 
UT	49057	01448042	Weber County	1582606369	126602101	611.048	48.881	41.270325	-111.876883                                                                                                                
VT	50001	01461757	Addison County	1984788915	107311072	766.331	41.433	44.031248	-73.141581                                                                                                               
VT	50003	01461758	Bennington County	1746264294	6898408	674.236	2.663	43.035328	-73.111496                                                                                                               
VT	50005	01461759	Caledonia County	1681454164	22351439	649.213	8.63	44.468791	-72.112168                                                                                                                
VT	50007	01461760	Chittenden County	1390433438	217071279	536.849	83.812	44.463329	-73.06941                                                                                                             
VT	50009	01461761	Essex County	1715530571	28688490	662.37	11.077	44.724021	-71.732736                                                                                                                   
VT	50011	01461762	Franklin County	1634181032	150651912	630.961	58.167	44.858964	-72.909402                                                                                                              
VT	50013	01461763	Grand Isle County	211782350	288954848	81.77	111.566	44.801787	-73.300759                                                                                                              
VT	50015	01461764	Lamoille County	1194643959	12744800	461.255	4.921	44.611192	-72.632659                                                                                                                
VT	50017	01461765	Orange County	1779343340	12005265	687.008	4.635	44.003373	-72.369579                                                                                                                  
VT	50019	01461766	Orleans County	1798880704	71408888	694.552	27.571	44.828442	-72.25163                                                                                                                 
VT	50021	01461767	Rutland County	2410114034	38760900	930.55	14.966	43.612399	-73.060304                                                                                                                 
VT	50023	01461768	Washington County	1779477067	21517931	687.06	8.308	44.274969	-72.609444                                                                                                               
VT	50025	01461769	Windham County	2035623287	32917039	785.959	12.709	42.995304	-72.721877                                                                                                                
VT	50027	01461770	Windsor County	2510071972	19366112	969.144	7.477	43.572448	-72.598813                                                                                                                 
VA	51001	01480091	Accomack County	1163732898	2229252990	449.32	860.719	37.765944	-75.757807                                                                                                             
VA	51003	01675170	Albemarle County	1866013520	14223772	720.472	5.492	38.024184	-78.553506                                                                                                               
VA	51005	01673675	Alleghany County	1156616591	8162741	446.572	3.152	37.787905	-80.008669                                                                                                                
VA	51007	01497770	Amelia County	920379345	8188217	355.36	3.161	37.331927	-77.977462                                                                                                                     
VA	51009	01480095	Amherst County	1227554631	12898694	473.962	4.98	37.629304	-79.154667                                                                                                                  
VA	51011	01497238	Appomattox County	865635017	3206454	334.224	1.238	37.370725	-78.81094                                                                                                                 
VA	51013	01480097	Arlington County	67332992	273562	25.997	0.106	38.878337	-77.100703                                                                                                                    
VA	51015	01480098	Augusta County	2504708862	9537137	967.074	3.682	38.17259	-79.140975                                                                                                                   
VA	51017	01673638	Bath County	1370626043	14039993	529.202	5.421	38.068368	-79.731203                                                                                                                    
VA	51019	01674818	Bedford County	1968660754	42062887	760.104	16.241	37.312257	-79.527223                                                                                                                
VA	51021	01494613	Bland County	926296565	2561891	357.645	0.989	37.130612	-81.125853                                                                                                                     
VA	51023	01674418	Botetourt County	1401898974	12126225	541.276	4.682	37.565482	-79.797546                                                                                                               
VA	51025	01493961	Brunswick County	1466554906	8366820	566.24	3.23	36.764204	-77.861483                                                                                                                  
VA	51027	01497431	Buchanan County	1302386893	2804450	502.854	1.083	37.26812	-82.038151                                                                                                                  
VA	51029	01501502	Buckingham County	1501215440	9911855	579.623	3.827	37.573928	-78.529169                                                                                                               
VA	51031	01674917	Campbell County	1303300986	8894442	503.207	3.434	37.210152	-79.095428                                                                                                                 
VA	51033	01480107	Caroline County	1365863117	24926087	527.363	9.624	38.028033	-77.353736                                                                                                                
VA	51035	01480108	Carroll County	1229582401	7586185	474.744	2.929	36.731963	-80.727831                                                                                                                  
VA	51036	01480109	Charles City County	473711550	55274680	182.901	21.342	37.361054	-77.05417                                                                                                             
VA	51037	01492442	Charlotte County	1231010116	5809378	475.296	2.243	37.009042	-78.658568                                                                                                                
VA	51041	01480111	Chesterfield County	1096874571	34967237	423.506	13.501	37.378434	-77.585847                                                                                                           
VA	51043	01690562	Clarke County	455729731	5685740	175.958	2.195	39.115307	-77.990748                                                                                                                    
VA	51045	01673664	Craig County	849770438	2793174	328.098	1.078	37.473603	-80.231051                                                                                                                     
VA	51047	01497831	Culpeper County	982076139	9005667	379.182	3.477	38.48593	-77.956476                                                                                                                   
VA	51049	01494109	Cumberland County	770454314	5917833	297.474	2.285	37.520189	-78.252836                                                                                                                
VA	51051	01497376	Dickenson County	855836330	8105806	330.44	3.13	37.136701	-82.34922                                                                                                                    
VA	51053	01690739	Dinwiddie County	1305057845	8988308	503.886	3.47	37.073498	-77.635492                                                                                                                 
VA	51057	01480118	Essex County	666543883	74795386	257.354	28.879	37.936389	-76.933747                                                                                                                   
VA	51059	01480119	Fairfax County	1012738309	40071741	391.02	15.472	38.82952	-77.273252                                                                                                                  
VA	51061	01480120	Fauquier County	1678296035	9665552	647.994	3.732	38.744096	-77.8215                                                                                                                   
VA	51063	01494354	Floyd County	986585627	2190752	380.923	0.846	36.931433	-80.350266                                                                                                                     
VA	51065	01494061	Fluvanna County	743630407	10747024	287.117	4.149	37.830584	-78.283494                                                                                                                 
VA	51067	01494434	Franklin County	1788671765	54404459	690.61	21.006	36.991186	-79.882715                                                                                                                
VA	51069	01480124	Frederick County	1070013827	5860366	413.135	2.263	39.20366	-78.263829                                                                                                                 
VA	51071	01494551	Giles County	925207239	11232364	357.225	4.337	37.318072	-80.698321                                                                                                                    
VA	51073	01480126	Gloucester County	564124714	181747503	217.81	70.173	37.403541	-76.523505                                                                                                              
VA	51075	01674271	Goochland County	730451416	21934893	282.029	8.469	37.718814	-77.917626                                                                                                                
VA	51077	01501196	Grayson County	1144218747	9792930	441.785	3.781	36.652229	-81.215324                                                                                                                  
VA	51079	01480129	Greene County	403900921	1680243	155.947	0.649	38.297981	-78.470163                                                                                                                    
VA	51081	01501122	Greensville County	764634552	4086108	295.227	1.578	36.680336	-77.560277                                                                                                               
VA	51083	01496705	Halifax County	2117913727	30523987	817.731	11.785	36.766461	-78.939614                                                                                                                
VA	51085	01480132	Hanover County	1211008825	12702538	467.573	4.904	37.760215	-77.491317                                                                                                                 
VA	51087	01480133	Henrico County	605276561	28882714	233.699	11.152	37.43752	-77.300333                                                                                                                  
VA	51089	01502770	Henry County	990284625	5269785	382.351	2.035	36.620612	-79.980662                                                                                                                     
VA	51091	01673774	Highland County	1075266904	1791758	415.163	0.692	38.366243	-79.564472                                                                                                                 
VA	51093	01702378	Isle of Wight County	817621467	122099188	315.685	47.143	36.901418	-76.707569                                                                                                          
VA	51095	01480135	James City County	368550685	95239463	142.298	36.772	37.324837	-76.777888                                                                                                              
VA	51097	01480136	King and Queen County	816185249	28929275	315.131	11.17	37.717772	-76.905581                                                                                                           
VA	51099	01480137	King George County	465234037	21087162	179.628	8.142	38.27718	-77.162636                                                                                                               
VA	51101	01480138	King William County	709424849	31090165	273.91	12.004	37.70826	-77.091054                                                                                                              
VA	51103	01480139	Lancaster County	345261477	254114185	133.306	98.114	37.704843	-76.412663                                                                                                              
VA	51105	01496538	Lee County	1127622849	4896591	435.378	1.891	36.701721	-83.130112                                                                                                                      
VA	51107	01480141	Loudoun County	1335753248	14496364	515.737	5.597	39.0812	-77.638898                                                                                                                   
VA	51109	01494707	Louisa County	1282245762	37822855	495.078	14.603	37.972704	-77.959795                                                                                                                 
VA	51111	01492239	Lunenburg County	1118097708	1743628	431.7	0.673	36.945555	-78.240528                                                                                                                  
VA	51113	01494590	Madison County	830450499	3206844	320.639	1.238	38.412059	-78.276961                                                                                                                   
VA	51115	01480145	Mathews County	222508058	430071655	85.911	166.052	37.425348	-76.268808                                                                                                                
VA	51117	01500747	Mecklenburg County	1619544370	139655803	625.31	53.921	36.687256	-78.368959                                                                                                            
VA	51119	01480147	Middlesex County	337554148	208310589	130.33	80.429	37.606975	-76.528082                                                                                                               
VA	51121	01674630	Montgomery County	1001929083	6282286	386.847	2.426	37.175538	-80.387794                                                                                                               
VA	51125	01500936	Nelson County	1219224542	8983980	470.745	3.469	37.789079	-78.88344                                                                                                                    
VA	51127	01480150	New Kent County	543986299	35598427	210.034	13.745	37.51016	-76.999331                                                                                                                 
VA	51131	01480151	Northampton County	548331040	1511369142	211.712	583.543	37.302775	-75.924018                                                                                                          
VA	51133	01480152	Northumberland County	495805446	243886813	191.432	94.165	37.856974	-76.379687                                                                                                         
VA	51135	01493928	Nottoway County	814265583	4297830	314.39	1.659	37.141167	-78.053866                                                                                                                   
VA	51137	01494761	Orange County	881929772	7015339	340.515	2.709	38.249326	-78.011092                                                                                                                    
VA	51139	01500440	Page County	802941049	8378554	310.017	3.235	38.623209	-78.491872                                                                                                                      
VA	51141	01497999	Patrick County	1250846155	7141128	482.954	2.757	36.667138	-80.286413                                                                                                                  
VA	51143	01480157	Pittsylvania County	2509705675	23903849	969.003	9.229	36.821721	-79.398502                                                                                                            
VA	51145	01674225	Powhatan County	673921282	5444168	260.202	2.102	37.549404	-77.912855                                                                                                                  
VA	51147	01492359	Prince Edward County	906356801	10079281	349.946	3.892	37.224881	-78.432957                                                                                                            
VA	51149	01480160	Prince George County	687232241	42745198	265.342	16.504	37.187325	-77.220993                                                                                                           
VA	51153	01480161	Prince William County	868305539	30842048	335.255	11.908	38.701119	-77.479579                                                                                                          
VA	51155	01501465	Pulaski County	828378951	24875979	319.839	9.605	37.063385	-80.713444                                                                                                                  
VA	51157	01673976	Rappahannock County	689900919	2142396	266.372	0.827	38.684522	-78.168824                                                                                                              
VA	51159	01480164	Richmond County	495925426	64458631	191.478	24.888	37.942894	-76.730561                                                                                                                
VA	51161	01480165	Roanoke County	648915076	1762677	250.548	0.681	37.330792	-80.191237                                                                                                                   
VA	51163	01480166	Rockbridge County	1545053253	8821787	596.548	3.406	37.814517	-79.447754                                                                                                               
VA	51165	01488970	Rockingham County	2200954972	10645881	849.794	4.11	38.507585	-78.885321                                                                                                               
VA	51167	01497573	Russell County	1226421378	7558481	473.524	2.918	36.93342	-82.095934                                                                                                                   
VA	51169	01498172	Scott County	1387786258	8105326	535.827	3.129	36.712776	-82.613624                                                                                                                    
VA	51171	01673918	Shenandoah County	1315919345	9716888	508.079	3.752	38.856204	-78.573987                                                                                                               
VA	51173	01500545	Smyth County	1169223433	3287728	451.44	1.269	36.842318	-81.539786                                                                                                                     
VA	51175	01480171	Southampton County	1551909770	8090235	599.196	3.124	36.720068	-77.103813                                                                                                              
VA	51177	01480172	Spotsylvania County	1041093158	32918176	401.968	12.71	38.182431	-77.657226                                                                                                            
VA	51179	01480173	Stafford County	697237751	28087427	269.205	10.845	38.423084	-77.458048                                                                                                                
VA	51181	01480174	Surry County	722475752	81216905	278.949	31.358	37.119761	-76.880172                                                                                                                   
VA	51183	01690257	Sussex County	1269679003	6740704	490.226	2.603	36.926645	-77.259732                                                                                                                   
VA	51185	01497748	Tazewell County	1343663016	2920222	518.791	1.128	37.125395	-81.562924                                                                                                                 
VA	51187	01674058	Warren County	555738444	8583334	214.572	3.314	38.908221	-78.207594                                                                                                                    
VA	51191	01498359	Washington County	1453483686	12984238	561.193	5.013	36.747814	-81.950322                                                                                                              
VA	51193	01480179	Westmoreland County	593951805	61108784	229.326	23.594	38.109311	-76.803933                                                                                                            
VA	51195	01496656	Wise County	1044904290	5247907	403.44	2.026	36.974561	-82.62156                                                                                                                       
VA	51197	01501379	Wythe County	1196450498	7232493	461.952	2.792	36.899868	-81.08301                                                                                                                     
VA	51199	01480182	York County	271175180	285635878	104.701	110.285	37.220914	-76.395533                                                                                                                  
VA	51510	01498415	Alexandria city	38682332	1069028	14.935	0.413	38.819251	-77.08367                                                                                                                     
VA	51520	01498416	Bristol city	33336229	322409	12.871	0.124	36.616954	-82.157564                                                                                                                        
VA	51530	01498417	Buena Vista city	16674752	219579	6.438	0.085	37.729345	-79.358134                                                                                                                     
VA	51540	01789068	Charlottesville city	26535238	46120	10.245	0.018	38.037658	-78.485381                                                                                                                 
VA	51550	01498558	Chesapeake city	876598053	32349712	338.456	12.49	36.679376	-76.301788                                                                                                                 
VA	51570	01498420	Colonial Heights city	19475360	709877	7.519	0.274	37.261685	-77.396804                                                                                                                
VA	51580	01789069	Covington city	14163842	521492	5.469	0.201	37.78106	-79.985434                                                                                                                        
VA	51590	01498421	Danville city	110858220	2327667	42.803	0.899	36.583334	-79.408071                                                                                                                     
VA	51595	01498422	Emporia city	17881071	165621	6.904	0.064	36.696182	-77.535975                                                                                                                         
VA	51600	01789070	Fairfax city	16163924	84155	6.241	0.032	38.853183	-77.299025                                                                                                                          
VA	51610	01498423	Falls Church city	5300262	32	2.046	0.	38.884722	-77.175603                                                                                                                            
VA	51620	01498424	Franklin city	21438217	227442	8.277	0.088	36.684014	-76.941396                                                                                                                        
VA	51630	01498425	Fredericksburg city	27066499	178344	10.45	0.069	38.299272	-77.486658                                                                                                                  
VA	51640	01498426	Galax city	21332077	105290	8.236	0.041	36.66564	-80.914308                                                                                                                            
VA	51650	01498554	Hampton city	133282615	219667964	51.461	84.814	37.047961	-76.297293                                                                                                                   
VA	51660	01498563	Harrisonburg city	44898873	131080	17.336	0.051	38.436255	-78.873303                                                                                                                   
VA	51670	01498428	Hopewell city	26817673	1228128	10.354	0.474	37.29101	-77.298944                                                                                                                       
VA	51678	01789071	Lexington city	6473000	67783	2.499	0.026	37.782332	-79.44432                                                                                                                          
VA	51680	01498429	Lynchburg city	126848431	1422888	48.976	0.549	37.399016	-79.195458                                                                                                                    
VA	51683	01498430	Manassas city	25493247	146287	9.843	0.056	38.746808	-77.482633                                                                                                                        
VA	51685	01498431	Manassas Park city	7857548	1609	3.034	0.001	38.769398	-77.442323                                                                                                                      
VA	51690	01789072	Martinsville city	28374648	135578	10.956	0.052	36.683527	-79.863647                                                                                                                   
VA	51700	01498555	Newport News city	178698611	131131002	68.996	50.63	37.076136	-76.52198                                                                                                                
VA	51710	01498557	Norfolk city	137981432	111701531	53.275	43.128	36.923015	-76.244641                                                                                                                   
VA	51720	01498434	Norton city	19366553	88961	7.477	0.034	36.931549	-82.625996                                                                                                                           
VA	51730	01498435	Petersburg city	58845730	577678	22.72	0.223	37.20473	-77.392368                                                                                                                       
VA	51735	01498436	Poquoson city	39773690	163429842	15.357	63.101	37.12836	-76.303534                                                                                                                    
VA	51740	01498556	Portsmouth city	86248205	34658275	33.301	13.382	36.859339	-76.356973                                                                                                                  
VA	51750	01498438	Radford city	25061727	858278	9.676	0.331	37.120119	-80.559147                                                                                                                         
VA	51760	01789073	Richmond city	155205067	6849165	59.925	2.644	37.531399	-77.476009                                                                                                                     
VA	51770	01498439	Roanoke city	110129436	855753	42.521	0.33	37.278458	-79.958174                                                                                                                        
VA	51775	01789074	Salem city	37593968	275156	14.515	0.106	37.285333	-80.055241                                                                                                                          
VA	51790	01789075	Staunton city	51593819	147694	19.92	0.057	38.157978	-79.061876                                                                                                                        
VA	51800	01498560	Suffolk city	1033837942	77026744	399.167	29.74	36.697157	-76.634781                                                                                                                   
VA	51810	01498559	Virginia Beach city	633818768	654697226	244.719	252.78	36.779525	-76.029142                                                                                                           
VA	51820	01498443	Waynesboro city	38771593	364644	14.97	0.141	38.067157	-78.90142                                                                                                                       
VA	51830	01789076	Williamsburg city	23149770	416905	8.938	0.161	37.269481	-76.708193                                                                                                                    
VA	51840	01789077	Winchester city	23809500	54462	9.193	0.021	39.173869	-78.176356                                                                                                                       
WA	53001	01531601	Adams County	4985698849	12464425	1924.989	4.813	47.011238	-118.512861                                                                                                                 
WA	53003	01533502	Asotin County	1647427910	11291731	636.075	4.36	46.181861	-117.227781                                                                                                                  
WA	53005	01513302	Benton County	4403309852	154293637	1700.128	59.573	46.228125	-119.516659                                                                                                              
WA	53007	01531932	Chelan County	7565814948	189653434	2921.178	73.226	47.860974	-120.619041                                                                                                              
WA	53009	01531341	Clallam County	4503402368	2409320333	1738.773	930.244	48.110903	-123.88986                                                                                                            
WA	53011	01531820	Clark County	1627806031	70187041	628.499	27.099	45.77173	-122.485953                                                                                                                  
WA	53013	01513273	Columbia County	2249624776	12561759	868.585	4.85	46.29285	-117.911634                                                                                                                 
WA	53015	01529156	Cowlitz County	2955587568	65453462	1141.159	25.272	46.196785	-122.67846                                                                                                               
WA	53017	01531818	Douglas County	4711819966	76557106	1819.244	29.559	47.741763	-119.694622                                                                                                              
WA	53019	01531821	Ferry County	5706368571	140294391	2203.241	54.168	48.473256	-118.533589                                                                                                               
WA	53021	01531822	Franklin County	3215718486	60508754	1241.596	23.363	46.537502	-118.903891                                                                                                             
WA	53023	01533500	Garfield County	1841054896	19294817	710.835	7.45	46.429318	-117.536705                                                                                                                
WA	53025	01531924	Grant County	6939995086	289820268	2679.547	111.9	47.213633	-119.467788                                                                                                                
WA	53027	01531823	Grays Harbor County	4924766329	834338614	1901.463	322.14	47.113732	-123.826735                                                                                                        
WA	53029	01513272	Island County	539943914	799920796	208.474	308.851	48.158554	-122.670649                                                                                                               
WA	53031	01531936	Jefferson County	4671633824	994992501	1803.728	384.169	47.805708	-123.527057                                                                                                          
WA	53033	01531933	King County	5479731923	496543152	2115.736	191.716	47.490552	-121.833977                                                                                                               
WA	53035	01529223	Kitsap County	1023333490	442162371	395.111	170.72	47.639595	-122.649634                                                                                                               
WA	53037	01531926	Kittitas County	5949905813	92507199	2297.272	35.717	47.124441	-120.676709                                                                                                             
WA	53039	01529219	Klickitat County	4847515944	84930636	1871.636	32.792	45.870446	-120.779305                                                                                                            
WA	53041	01531927	Lewis County	6223175362	86929744	2402.782	33.564	46.580071	-122.377444                                                                                                                
WA	53043	01514052	Lincoln County	5984424968	75262191	2310.599	29.059	47.582743	-118.417692                                                                                                              
WA	53045	01529221	Mason County	2485231719	236957000	959.553	91.49	47.350832	-123.173103                                                                                                                 
WA	53047	01531928	Okanogan County	13639376692	120435136	5266.193	46.5	48.548453	-119.742235                                                                                                             
WA	53049	01513274	Pacific County	2417424652	759293242	933.373	293.165	46.556587	-123.782419                                                                                                             
WA	53051	01529157	Pend Oreille County	3626617235	65406812	1400.245	25.254	48.543825	-117.232191                                                                                                         
WA	53053	01529159	Pierce County	4320045162	356075817	1667.979	137.482	47.051413	-122.15324                                                                                                              
WA	53055	01531931	San Juan County	450435910	1157474835	173.914	446.904	48.50719	-123.103769                                                                                                             
WA	53057	01531402	Skagit County	4481277787	483821018	1730.231	186.804	48.493292	-121.81577                                                                                                              
