StatementID,Committee,Type,CommitteeNumber,Candidate,FilingDate,AmendedDate,OfficialFiling,TransactionDate,LastName,FirstName,Street,City,State,Zip,Expenditure,Purpose,AmendsExpenditureID,ExpenditureID,
1320,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,09/20/2021,Invalid Date,42nd day before election,08/26/2021,Fed Ex Kinkos,,2795 Pearl Street,Boulder,CO,80302,$19.16,Prints,,6403
1320,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,09/20/2021,Invalid Date,42nd day before election,09/04/2021,Google LLC,,1600 Amphitheatre Pkwy ,Mountain View,CA,94043,$136.59,Google Advertising,,6407
1320,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,09/20/2021,Invalid Date,42nd day before election,09/03/2021,Wix.com,,40 Namal  ,Tel Aviv Israel,CO,6350671 ,$19.00,Website Hosting,,6408
1320,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,09/20/2021,Invalid Date,42nd day before election,09/13/2021,Vista Print,,Hudsonweg 8 Venlo,The Netherlands,CO,5928LW,$174.08,Palm Cards,,6410
1320,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,09/20/2021,Invalid Date,42nd day before election,09/03/2021,PayPal,,2211 N 1st St,San Jose,CA,95131,$14.50,Transaction Fees,,6411
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,08/19/2021,Squarespace Inc.,,225 Varick St. 12th Floor,New York,NY,10014,$23.40,Web Hosting,,6412
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,08/26/2021,Squarespace; Inc.,,225 Varick St. 12th Floor,New York,NY,10014,$20.80,Web Hosting,,6413
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,09/11/2021,Netbrands Media Corp,,14550 Beechnut St.,Houston,TX,77083,$1082.90,Yard Signs,,6414
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,09/13/2021,StickerGiant.com Inc.,,880 Weaver Park Rd.,Longmont,CO,80501,$101.72,Campaign stickers,,6415
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,09/20/2021,Stripe Inc.,,510 Townsend St.,San Francisco,CA,94103,$136.23,Credit Card Fees - 24 donations - 8/10-9/20,,6517
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,09/20/2021,Rebel Idealist LLC (DonorBox.org),,2615 Columbia Pike #427,Arlington,VA,22204,$66.72,Online Donation Fees - 24 donations - 8/10 - 9/20,,6518
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,09/18/2021,Facebook; Inc.,,1 Hacker Way,Menlo Park,CA,94025,$10.00,Online Advertising,,6519
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,09/19/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$10.00,Online Advertising,,6520
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,09/19/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$10.00,Online Advertising,,6521
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,09/20/2021,Squarespace Inc.,,225 Varick St. 12th Floor,New York,NY,10014,$6.00,Email Hosting,,6522
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,09/20/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$15.00,Online Advertising,,6523
1321,Protect Our Neighbors,Ballot Measure Committee,2021-BMC-011,,09/21/2021,Invalid Date,42nd day before election,09/20/2021,Facebook Inc.,,1 Hacker Way,Menlo Park,CA,94025,$15.00,Online Advertising,,6524
1322,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,09/21/2021,Invalid Date,42nd day before election,09/13/2021,Prarrie Mountain Media,,101 W. Colfax Ave.; Suite 1100,Denver,CO,,$1978.00,Advertising,,6484
1322,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,09/21/2021,Invalid Date,42nd day before election,09/20/2021,D&K Printing,,5637 Arapahoe Ave,Boulder,CO,,$1607.71,Rack Cards,,6485
1322,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,09/21/2021,Invalid Date,42nd day before election,08/12/2021,Staples,,1601 29th St.,Boulder,CO,,$168.70,Printed materials,,6486
1322,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,09/21/2021,Invalid Date,42nd day before election,08/13/2021,Amazon,,P.O. Box 81226 Seattle;,Seattle,WA,,$100.98,sign stakes,,6487
1322,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,09/21/2021,Invalid Date,42nd day before election,09/15/2021,Coller Industries,,2211 South 300 Wes,Salt Lake City,UT,,$78.14,Name tag,,6488
1322,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,09/21/2021,Invalid Date,42nd day before election,09/16/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$20.00,Advertising,,6489
1322,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,09/21/2021,Invalid Date,42nd day before election,09/20/2021,Rebel Idealist,,2615 Columbia Pike #427,Arlington,VA,,$409.69,Donor Box Contribution fees,,6497
1323,Save CU South,Ballot Measure Committee,2021-BMC-003,,09/21/2021,Invalid Date,42nd day before election,09/08/2021,Ann Harlin Savage,,1050 Tantra Park Circle,Boulder,CO,80305,$1075.46,reimbursement for production of yard signs,,6515
1323,Save CU South,Ballot Measure Committee,2021-BMC-003,,09/21/2021,Invalid Date,42nd day before election,09/08/2021,Ann Harlin Savage,,1050 Tantra Park Circle,Boulder,CO,80305,$1075.46,reimbursement for production of yard signs,,6516
1325,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,09/21/2021,Invalid Date,42nd day before election,09/21/2021,Paypal,,2211 North First Street,San Jose,CO,95131,$163.22,Processing fees,,6513
1325,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,09/21/2021,Invalid Date,42nd day before election,09/20/2021,Prairie Mountain Media,,3350 Arapahoe Ave,Boulder,CO,80303,$2120.00,Advertising,,6514
1326,Better Boulder UCC,Unofficial Candidate Committee,2021-UCC-020,,09/21/2021,Invalid Date,42nd day before election,09/16/2021,Paypal,,2211 North First Street,San Jose,CA,95131,$13.88,Donation collection,,6546
1333,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/05/2021,Invalid Date,28th day before election,09/28/2021,Boulder Weekly,,690 S Lashley Ln,Boulder,CO,80305,$949.00,Advertising,,6680
1333,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/05/2021,Invalid Date,28th day before election,09/29/2021,McKenna Daniels Design,,2932 4th St,Boulder,CO,80304,$800.00,Art/Design,,6681
1333,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/05/2021,Invalid Date,28th day before election,10/01/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$5.64,Advertising,,6682
1333,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/05/2021,Invalid Date,28th day before election,10/04/2021,Center Copy Printing,,2200 Central Ave Ste D1,Boulder,CO,80302,$6867.68,Printing,,6683
1333,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,10/05/2021,Invalid Date,28th day before election,10/05/2021,Stripe.com,,510 Townsend St,San Francisco,CA,94103 ,$104.64,Credit card fees,,6684
1334,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,09/21/2021,Invalid Date,42nd day before election,09/20/2021,Stripe.com,,185 Berry Street; Suite 550,San Francisco,CA,94107,$257.10,Credit card fees,,6534
1334,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,09/21/2021,Invalid Date,42nd day before election,09/08/2021,1ST Bank,,2835 Pearl St; Suite A,Boulder,CO,80301,$14.60,Checks,,6535
1334,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,09/21/2021,Invalid Date,42nd day before election,09/14/2021,FedEx,,2795 Pearl St. Ste. 104,Boulder,CO,80302,$98.78,Flyer printing,,6536
1334,Forward Boulder,Unofficial Candidate Committee,2021-UCC-019,,09/21/2021,Invalid Date,42nd day before election,09/16/2021,Prairie Mountain Media,,5990 Washington Street,Denver,CO,80216,$935.00,Voter guide ad,,6537
1335,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/05/2021,Invalid Date,28th day before election,09/24/2021,Mailchimp,,675 Ponce de Leon Ave NE Suite 5000,Atlanta,GA,,$58.51,Email marketing plan,,6647
1335,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/05/2021,Invalid Date,28th day before election,09/27/2021,Wix.com,,40 Namal Tel Aviv Street,Tel Aviv,CO,,$25.00,Web hosting,,6648
1335,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/05/2021,Invalid Date,28th day before election,10/01/2021,Zazzle,,1800 Seaport Blvd,Redwood City,CA,,$36.70,T-shirts,,6649
1335,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/05/2021,Invalid Date,28th day before election,10/02/2021,Google,,1600 Amphitheatre Pkwy,Mountain View,CA,,$5.60,Google Workspace,,6650
1335,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/05/2021,Invalid Date,28th day before election,10/05/2021,Donorbox,,2615 Columbia Pike #427,Arlington,VA,,$10.43,Processing fees,,6651
1335,Boulder is for People,Unofficial Candidate Committee,2021-UCC-014,,10/05/2021,Invalid Date,28th day before election,10/05/2021,Stripe,,510 Townsend St,San Francisco,CA,,$22.87,Processing fees,,6652
1336,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/02/2021,Invalid Date,Additional Matching Funds,09/27/2021,Petersen Specialty,,4900 Iris St,Wheatridge,CO,80033,$122.38,Rubber Stamp to promote candidate,,6564
1337,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,09/22/2021,Invalid Date,42nd day before election,09/21/2021,PostcardMania,,2145 Sunnydale Blvd,Clearwater,FL,33765,$3166.77,Postcards,,6549
1337,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,09/22/2021,Invalid Date,42nd day before election,09/15/2021,Boulder Weekly,,690 South Lashley Lane,Boulder,CO,80305,$949.00,Vote Guide,,6550
1337,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,09/22/2021,Invalid Date,42nd day before election,09/04/2021,VistaPrint,,170 Data Drive,Waltham,MA,02451,$41.89,Business cards,,6551
1337,Michael for Boulder,Official Candidate Committee,2021-OCC-012,Michael Christy,09/22/2021,Invalid Date,42nd day before election,09/13/2021,VistaPrint,,170 Data Drive,Waltham,MA,02451,$121.08,Business cards,,6552
1338,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/04/2021,Invalid Date,28th day before election,09/23/2021,Prairie Mountain Media,,3350 Arapahoe Avenue,Boulder,CO,80303,$1535.00,Newpaper Advertising,,6589
1338,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/04/2021,Invalid Date,28th day before election,09/23/2021,Post Card Mania,,2145 Sunnydale Blvd.,Clearwater,FL,33765,$3166.77,Printed Media,,6590
1338,Wallach for Council,Official Candidate Committee,2021-OCC-006,Mark Wallach,10/04/2021,Invalid Date,28th day before election,09/21/2021,Center Copy Printing,,2200 Central Ave. D-1,Boulder,CO,80301,$68.45,Printing,,6596
1339,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/05/2021,Invalid Date,28th day before election,10/04/2021,Facebook,,1 Hacker Way,Menlo Park,CA,,$600.00,Facebook boosting,,6614
1339,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/05/2021,Invalid Date,28th day before election,10/04/2021,MailChimp,,675 Ponce De Leon Ave NE #5000,New York,NY,,$96.54,email platform,,6616
1339,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/05/2021,Invalid Date,28th day before election,09/30/2021,D&K Printing,,5637 Arapahoe Ave,Boulder,CO,,$300.00,Canvassing Materials,,6617
1339,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/05/2021,Invalid Date,28th day before election,09/24/2021,D&K Printing,,5637 Arapahoe Ave,Boulder,CO,,$2594.56,Canvassing Materials,,6618
1339,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/05/2021,Invalid Date,28th day before election,09/28/2021,Amazon,,410 Terry Ave N ,Seattle,WA,,$62.01,Folders  and rubber bands for door canvassing,,6619
1339,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/05/2021,Invalid Date,28th day before election,10/04/2021,Google,,1600 Amphitheatre Parkway,Mountain View,CA,,$50.00,google ads,,6620
1339,Bedrooms Are For People,Ballot Measure Committee,2021-BMC-001,,10/05/2021,Invalid Date,28th day before election,10/05/2021,Twilio,,375 Beale St. #300,San Francisco,CA,,$200.00,texting platform,,6679
1340,Better Boulder UCC,Unofficial Candidate Committee,2021-UCC-020,,10/05/2021,Invalid Date,28th day before election,10/05/2021,Paypal,,2211 North First Street,San Jose,CA,95131,$15.92,Donation collection,,6553
1340,Better Boulder UCC,Unofficial Candidate Committee,2021-UCC-020,,10/05/2021,Invalid Date,28th day before election,10/02/2021,Wells Fargo,,1242 Pearl St,Boulder,CO,80302,$6.00,Banking fees,,6693
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,09/22/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$25.00,digital ad,,6554
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,09/23/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$25.00,digital ad,,6555
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,09/24/2021,Boulder County Democratic Party,,5735 Arapahoe Ave #A1,Boulder,CO,80303,$150.00,Contribution,,6556
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,09/24/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$25.00,digital ad,,6557
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,09/27/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$35.00,digital ad,,6558
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,09/27/2021,Premier Members Credit Union,,5505 Arapahoe Avenue,Boulder,CO,80303,$4.00,checks,,6559
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,09/28/2021,CLACE LLC,,34 Pima Ct,Boulder,CO,80303,$595.00,Translate website to Spanish,,6560
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,09/22/2021,D&K Printing,,5637 Arapahoe,Boulder,CO,80303,$1749.91,Card printing,,6561
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,09/28/2021,Prairie Mountain Media,,3350 Arapahoe,Boulder,CO,80303,$543.00,Voter Guide,,6562
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,09/29/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$50.00,digital ad,,6563
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,10/01/2021,Google,,1600 Amphitheatre Parkway,Mountain View,CA,94043,$222.13,digital ad,,6629
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,10/02/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$75.00,digital ad,,6630
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,10/03/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$75.00,digital ad,,6631
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,10/04/2021,Facebook Ads,,1 Facebook Way,Menlo Park,CA,94025,$125.00,10/04/2021,,6632
1341,Dan for Boulder Council,Official Candidate Committee,2021-OCC-013,Daniel Williams,10/05/2021,Invalid Date,28th day before election,10/04/2021,Boulder Weekly,,690 S Lashley Ln,Boulder,CO,80305,$699.00,ad,,6633
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,09/21/2021,Photo Craft Imaging/Graphx Group,,2901 55th St,Boulder,CO,80301,$193.25,Campaign Flyers Reprint,,6566
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,09/24/2021,McGuckins Hardware,,2525 Arapahoe Ave,Boulder,CO,80302,$9.79,Batteries for Megaphone,,6567
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,09/22/2021,D&K Printing,,5637 Arapahoe Ave,Boulder,CO,80303,$1749.91,Lit Drop Printing,,6568
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,09/27/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$49.29,Advertising,,6569
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,09/27/2021,Prairie Mountain Media,,3350 Arapahoe Ave,Boulder,CO,80303,$3200.00,Advertising in Daily Camera,,6570
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,09/29/2021,Prairie Mountain Media,,3350 Arapahoe Ave,Boulder,CO,80303,$3228.56,Advertising in Daily Camera,,6571
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,09/29/2021,Facebook,,1 Hacker Way,Menlo Park,CA,94025,$40.00,Advertising,,6572
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,10/01/2021,Ozo Coffee,,1015 West Pearl Street,Boulder,CO,80304,$11.50,meeting with Police Chief Maris Herold to discuss public safety and crime science,,6573
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,10/01/2021,Facebook,,1 Hacker Way ,Menlo Park,CA, 94025,$35.00,Advertising,,6574
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,08/15/2021,Blackat Productions ,,1047 Yeager Drive,Longmont,CO,80501,$20.00,Photograph of BLM Protest for use on website,,6575
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,08/13/2021,Stripe,, 510 Townsend Street,San Francisco,CA,94103,$-1.50,Refund for Additional Fees,,6576
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,10/02/2021,Facebook,,1 Hacker Way ,Menlo Park ,CA, 94025,$50.00,Advertising,,6604
1343,Together with Nicole Speer,Official Candidate Committee,2021-OCC-005,Nicole Speer,10/04/2021,Invalid Date,28th day before election,10/03/2021,Facebook,,1 Hacker Way,Menlo Park,CA, 94025,$75.00,Advertising,,6605
1344,Sierra Club Indian Peaks UCC,Unofficial Candidate Committee,2021-UCC-021,,10/05/2021,Invalid Date,28th day before election,09/27/2021,D&K Printing,,5637 Arapahoe Ave. ,Boulder,CO,80303,$874.96,Printing Cost joint advertising total cost $1;749.92,,6610
1344,Sierra Club Indian Peaks UCC,Unofficial Candidate Committee,2021-UCC-021,,10/05/2021,Invalid Date,28th day before election,09/29/2021,Boulder Weekly,,690 S. Lashley Ln. ,Boulder,CO,80305,$670.50,Printing Cost vote guide joint advertsing total $1;341.00,,6611
1345,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/05/2021,Invalid Date,28th day before election,09/01/2021,Boulder County Democratic Party,,5735 Arapahoe Ave; #A1,Boulder,CO,80303,$150.00,campaign advertisement,,6578
1345,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/05/2021,Invalid Date,28th day before election,09/24/2021,Prairie Mountain Media,,https://www.prairiemountainmedia.com,Boulder,CO,80301,$543.00,Voter Guide advert ,,6598
1345,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/05/2021,Invalid Date,28th day before election,09/23/2021,Google ,,https://ads.google.com,Boulder,CO,80301,$31.86,Adwords campaign,,6600
1345,Takahashi for Boulder,Official Candidate Committee,2021-OCC-016,David Takahashi,10/05/2021,Invalid Date,28th day before election,09/08/2021,Great Western Bank,,2775 Pearl St; Ste 101,Boulder,CO,80302,$31.45,checks purchase,,6601
1346,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/05/2021,Invalid Date,28th day before election,09/21/2021,Postcard Card Mania,,2145 Sunnydale Blvd	33765,Clearwater,FL,33765,$3166.77,Postcards,,6591
1346,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/05/2021,Invalid Date,28th day before election,09/21/2021,Postcard Card Mania,,2145 Sunnydale Blvd	33765,Clearwater,FL,33765,$10329.15,Postcards,,6592
1346,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/05/2021,Invalid Date,28th day before election,09/22/2021,Prairie Mountain Media,,2500 55th street,Boulder,CO,80301,$935.00,Daily Camera Advertising,,6593
1346,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/05/2021,Invalid Date,28th day before election,09/29/2021,Boulder Weekly,,690 S. Lashley Lane ,Boulder,CO,80305,$949.00,Advertising,,6594
1346,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/05/2021,Invalid Date,28th day before election,09/29/2021,Boulder Weekly,,690 S. Lashley Lane,Boulder,CO,80305,$426.00,Advertising,,6595
1346,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/05/2021,Invalid Date,28th day before election,09/24/2021,Postcard Card Mania,,2145 Sunnydale Blvd	33765,Clearwater,FL,33765,$-1000.00,refund,,6602
1346,Steve for Boulder,Official Candidate Committee,2021-OCC-009,Steven Rosenblum,10/05/2021,Invalid Date,28th day before election,09/22/2021,Prairie Mountain Media,,2500 55th street,Boulder,CO,80301,$1273.05,Daily Camera Advertising,,6603
1347,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/05/2021,Invalid Date,28th day before election,10/01/2021,Prarie Mountain Media,,101 W. Colfax Ave.; Suite 1100.,Dever,CO,,$3000.00,Advertising,,6645
1347,Matt Benjamin for Council,Official Candidate Committee,2021-OCC-008,Matthew Benjamin,10/05/2021,Invalid Date,28th day before election,10/01/2021,Inprint,,14550 Beechnut St,Houston,TX,,$248.53,Yard Signs,,6646
1348,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/05/2021,Invalid Date,28th day before election,09/22/2021,Whole Foods,,1905 Pearl St,Boulder,CO,80301,$20.74,food for event,,6621
1348,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/05/2021,Invalid Date,28th day before election,09/22/2021,Twilio,,365 Beale Street; Suite 300,San Francisco,CO,94105,$100.00,text messaging campaign,,6622
1348,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/05/2021,Invalid Date,28th day before election,09/25/2021,Twilio,,375 Beale Street; Suite 300,San Francisco,CO,94105,$200.00,text messaging campaign,,6623
1348,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/05/2021,Invalid Date,28th day before election,09/26/2021,Amazon,,410 Terry Ave N,Seattle,WA,98109,$54.41,stakes for signs,,6624
1348,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/05/2021,Invalid Date,28th day before election,09/29/2021,Twilio,,375 Beale Street; Suite 300,San Francisco,CO,94105,$200.00,text messaging campaign,,6625
1348,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/05/2021,Invalid Date,28th day before election,09/30/2021,Prairie Mountain Media,,3350 Arapahoe Ave,Boulder,CO,80303,$935.00,advertising,,6626
1348,Boulder Progressives,Unofficial Candidate Committee,2021-UCC-018,,10/05/2021,Invalid Date,28th day before election,10/02/2021,Namecheap,,4600 East Washington Street; Suite 305,Phoenix,AZ,85034,$9.66,purchasing domain name,,6628
1349,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/04/2021,Invalid Date,28th day before election,10/04/2021,Boulder Weekly,,690 South Lashley Lane,Boulder,CO,80305,$949.00,Advertising,,6606
1349,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/04/2021,Invalid Date,28th day before election,10/04/2021,Paypal,,2211 North First Street,San Jose,CA,95131,$47.72,Processing fees,,6607
1349,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/04/2021,Invalid Date,28th day before election,09/28/2021,D&K Printing,,5637 Arapahoe Ave,Bouldeer,CO,80303,$2647.63,Printing,,6608
1349,The Coalition,Unofficial Candidate Committee,2021-UCC-015,,10/04/2021,Invalid Date,28th day before election,10/01/2021,Alpine Bank,,2375 Canyon Blvd.,Boulder,CO,80302,$0.49,Service charge,,6609
1350,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/05/2021,Invalid Date,28th day before election,09/24/2021,FedEx Office,,2795 Pearl St; Ste 104,Boulder,CO,,$40.26,Printing,,6627
1350,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/05/2021,Invalid Date,28th day before election,09/24/2021,D&K Printing; Inc.,,5637 Arapahoe Ave,Boulder,CO,,$142.20,Printing,,6636
1350,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/05/2021,Invalid Date,28th day before election,10/03/2021,Rebel Idealist LC,,5 3rd St Suite 900,San Francisco,CA,,$8.00,Donorbox Integration,,6641
1350,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/05/2021,Invalid Date,28th day before election,10/03/2021,Stripe,,510 Townsend St,San Francisco,CA,,$47.83,Transaction Fees,,6644
1350,Lauren Folkerts for Boulder,Official Candidate Committee,2021-OCC-007,Lauren Folkerts,10/05/2021,Invalid Date,28th day before election,09/01/2021,Rincon Argentino,,2525 Arapahoe Ave,Boulder,CO,,$-1.63,Refund on order,,6662
1351,Tara Winer for Council,Official Candidate Committee,2021-OCC-010,Tara Winer,10/05/2021,Invalid Date,28th day before election,04/10/2021,Jeremy Drew Bellamy ,,33 4th Ave,Billerica,MA,01821,$300.00,Design,,6634
