FAC_NAME,FAC_CITY,FAC_STATE,FAC_COUNTY,FAC_LAT,FAC_LONG,NPDES_IDS
CLARK RURAL WATER SYSTEM,CLARK,SD,CLARK,44.880595,-97.72998,
CHANCELLOR,,SD,TURNER,43.30867,-97.150185,
HANSON COUNTY PROJECT P 0042(58),UNKNOWN,SD,PENNINGTON COUNTY,43.537899,-97.817389,SDR10J266
MURPHY RANCH,RAPID CITY,SD,PENNINGTON COUNTY,44.0465,-103.1258,SDR10J298
ANDOVER,,SD,,44.446796,-100.238176,
SWEETLAND WIND LAYDOWN YARD,ST LAWRENCE,SD,HAND COUNTY,44.521097,-98.93813,SDR10K839
TITAN MACHINERY,PLATTE,SD,CHARLES MIX,43.38415,-98.8527,
MYDLAND ESTATES ADDITION,HARRISBURG,SD,LINCOLN COUNTY,43.438464,-96.687922,SDR10K022
VERN EIDE BUICK INC,SIOUX FALLS,SD,LINCOLN,43.52182,-96.73126,
NE-SO-DAK CAMP,,SD,,44.446796,-100.238176,
VEBLEN CITY OF WWTP,VEBLEN,SD,MARSHALL,45.869933,-97.413871,
WESTWOOD VALLEY LLC,SIOUX FALLS,SD,,43.468841,-96.749871,SDR10K998
2020-004STI TRAFFIC SIGNAL IMPROVEMENTS,BROOKINGS,SD,BROOKINGS COUNTY,44.3,-96.79,SDR10K618
ROSEBUD RECYCLING LLC,MISSION,SD,TODD,43.30693,-100.65262,SDU000214
SPENCER HEIGHTS SUBDIVISION,TEA,SD,LINCOLN,43.45374,-96.83624,SDR10B260
VISCOR C/O BORDER STATES ELECTRIC,SIOUX FALLS,SD,,43.5658,-96.73134,
8TH & ENTERPRISE,ABERDEEN,SD,BROWN COUNTY,45.472861,-98.42136,SDR10J052
HILLS MATERIALS COMPANY,RAPID CITY,SD,PENNINGTON,44.079112,-103.215617,
HUGHES COUNTY SUBSTATION GRADING,PIERRE,SD,HUGHES COUNTY,44.4125,-100.348611,SDR10K001
BUFFALO WILD WINGS,ABERDEEN,SD,BROWN COUNTY,45.459603,-98.440544,SDR10J648
PP7 - FT PIERRE - SENIOR LIVING FACILITY,FT PIERRE,SD,STANLEY COUNTY,44.371376,-100.387684,SDR10K881
"SPEARFISH, CITY OF",SPEARFISH,SD,LAWRENCE,44.49048,-103.85907,
NORTHERN BORDER PIPELINE - BROOKINGS OFFCE,BROOKINGS,SD,BROOKINGS,44.326176,-96.807748,
EDGEMONT SCHOOL DISTRICT 23-1,EDGEMONT,SD,FALL RIVER,43.022455,-103.658425,
BOX CULVERT PROJECT 40-140-143,MADISON,SD,LAKE COUNTY,44.011979,-97.100657,SDR10K862
BERENDSE & SONS PAINT CO. INC.,RAPID CITY,SD,PENNINGTON,44.111182,-103.216705,
CITY OF WATERTOWN - FORMER MANUFACTURED GAS PLANT,WATERTOWN,SD,CODINGTON,44.906379,-97.162739,
CITY OF ST LAWRENCE,SAINT LAWRENCE,SD,HAND COUNTY,44.521097,-98.93813,SDR10K922
PCN 08XY,NORTH SIOUX CITY,SD,,42.5478,-96.507,SDR10P439
AR RANCH PHASE 2,PIEDMONT,SD,MEADE COUNTY,44.211389,-103.279444,SDR10K393
SD DOT,HURON,SD,BEADLE,44.356419,-98.214122,
PCN 04XK,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.5872,-96.6921,SDR10P297
REE HEIGHTS,,SD,HAND,44.546713,-99.004575,
PHILLIPS AVENUE IMPROVEMENTS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.53667,-96.72632,SDR10J935
NORWEST BANK ABERDEEN NA,ABERDEEN,SD,BROWN,45.463,-98.48953,
CENTRAL ELEMENTARY SCHOOL,MARTIN,SD,BENNETT,43.156508,-102.029846,
MSF FERTILIZER CO INC,NISLAND,SD,MEADE,44.679403,-103.567682,
AMERICAN ENGINEERED PRODUCTS,DE SMET,SD,KINGSBURY,44.383128,-97.539705,SDPG00023
CENTRAL PARK GRADING PHASE II,HARRISBURG,SD,LINCOLN COUNTY,43.435186,-96.700098,SDR10P129
CUSTER LUTHERAN FELLOWSHIP,,SD,,44.446796,-100.238176,
LEE PARK STORAGE,ABERDEEN,SD,BROWN COUNTY,45.476506,-98.506525,SDR10K716
C & W ENTERPRISES,SIOUX FALLS,SD,PORTABLE SOURCE,43.595415,-96.7911,
CALVIN MACK AWMS,GOODWIN,SD,CODINGTON COUNTY,44.92449,-96.91046,SDR10K297
RUDE TRANSPORTATION CO.,SIOUX FALLS,SD,MINNEHAHA,43.595415,-96.7911,
SPENCER,,SD,MCCOOK,43.678924,-97.362036,
ROSCOE,,SD,EDMUNDS,45.41168,-99.205362,
"BROWNLEE CONSTRUCTION, INC.",WATERTOWN,SD,CODINGTON,44.89164,-97.118,
AMERICAN TEL & TEL CO LONG LINES,CAPUTA,SD,PENNINGTON,43.977115,-102.929248,
CMC PARKING LOT,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.593056,-96.724167,SDR10K404
WOODEN MALLET INC.,ABERDEEN,SD,BROWN,45.47213,-98.43816,
FISH-N-FRY CAMPGROUND SOUTH,,SD,,44.446796,-100.238176,
B & J MOBILE HOME PARK,,SD,MEADE,44.606792,-102.715864,
"RIDDLES GROUP, INC.",RAPID CITY,SD,PENNINGTON,44.05896,-103.2325,
ALPENA SCH,ALPENA,SD,JERAULD,44.18135,-98.36556,
TWA,SIOUX FALLS,SD,MINNEHAHA,43.587473,-96.707139,
JFK ELEMENTARY SCHOOL EXPANSION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.503333,-96.8,SDR10K532
LAND O'LAKES AGRONOMY CENTER - VOLGA,VOLGA,SD,BROOKINGS,44.32606,-96.92567,
MCLAUGHLIN SAWMILL (FORMER),SPEARFISH,SD,MEADE,44.4744,-103.79182,
PIERRE OUTDOOR POOL,PIERRE,SD,HUGHES COUNTY,44.360495,-100.346713,SDR10K391
"MARTIN, CITY OF (WTP)","MARTIN, CITY OF",SD,BENNETT,43.1751,-101.73181,SDG860046
PORCUPINE CREEK DRUM CLEANUP (FORMER),PINE RIDGE,SD,SHANNON,43.18799,-102.74493,
RUSHMORE RESERVES LLC,EDGEMONT,SD,FALL RIVER,43.289573,-103.802323,
MASABA MINING EQUIPMENT,VERMILLION,SD,CLAY,42.79384,-96.90982,
DEADWOOD AVENUE RECONSTRUCTION PHASE 1,RAPID CITY,SD,PENNINGTON COUNTY,44.116604,-103.271621,SDR10K701
CSP-BLUE BELL,CUSTER,SD,CUSTER,43.855937,-103.6941,
POINT OF VIEW,,SD,,44.446796,-100.238176,
RED IRON WWTF,"RED IRON LAKE, TOWNSHIP OF",SD,MARSHALL,45.683083,-97.335583,SDG589804
"IOC, INCORPORATED",MITCHELL,SD,DAVISON,43.715594,-98.02976,
LAKE AREA TECH-AVIATION ANNEX,WATERTOWN,SD,CODINGTON,44.922996,-97.163262,
WASTE MANAGEMENT OF SIOUX FALLS,SIOUX FALLS,SD,MINNEHAHA,43.57796,-96.66971,
BOONDOCKS ADVENTURES,,SD,LAWRENCE,44.321062,-103.60779,
FISHER SAND & GRAVEL COMPANY,SOUTH DAKOTA,SD,PENNINGTON COUNTY,46.87978,-102.785251,
12TH STREET RECONSTRUCTION,RAPID CITY,SD,,44.198633,-103.247793,SDR10L007
USFS-BHNF NORTH BEACH AND PA,HILL CITY,SD,PENNINGTON,43.933713,-103.570374,
SHATTERS ADDITION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.602,-96.844,SDR10K337
"DIMOCK, TOWN OF",DIMOCK,SD,HUTCHINSON,43.488975,-97.98649,SD0020141 SDG820141
GFP-KETTERLINGS POINT,,SD,PERKINS,45.483387,-102.467995,
BROOKS ENTERPRIZE,PARKER,SD,TURNER,43.313739,-97.219083,
GT BODY,MITCHELL,SD,DAVISON,43.70343,-98.02538,
BRANDON GOLF COURSE RETAINING WALL IMPROVEMENTS,BRANDON,SD,MINNEHAHA COUNTY,43.579897,-96.590089,SDR10K821
HUBBARD FEEDS INC WATERTOWN SD,WATERTOWN,SD,CODINGTON,44.900003,-97.12165,
USFS-BHNF GRIZZLY BEAR PICNIC AREA,,SD,,44.446796,-100.238176,
ROAD KING INC,YANKTON,SD,YANKTON,43.025676,-97.398726,
TIMBER LAKE- CITY OF,TIMBER LAKE,SD,DEWEY,45.431944,-101.061944,SD0021903
TEEN CHALLENGE OF THE DAKOTAS POND,BROOKINGS,SD,BROOKINGS COUNTY,44.299909,-96.832745,SDR10K046
SKY RANCH FOR BOYS,CAMP CROOK,SD,HARDING,45.54917,-103.97469,
"GARRETSON, CITY OF",GARRETSON,SD,MINNEHAHA,43.7035,-96.515,SD0022560
BATTLE CREEK CAMP,KEYSTONE,SD,PENNINGTON,43.890706,-103.427286,
TRACTOR SUPPLY COMPANY #585,ABERDEEN,SD,BROWN,45.45922,-98.4572,
OMNICARE OF SOUTH DAKOTA,SIOUX FALLS,SD,MINNEHAHA,43.555773,-96.761195,
BASIN 21 SANITARY SEWER IMPROVEMENTS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.56076,-96.648762,SDR10P214
"PARKER, CITY OF","PARKER, CITY OF",SD,TURNER,43.409083,-97.123525,SD0020940
TAYLOR INDUSTRIES,SIOUX FALLS,SD,MINNEHAHA,43.54779,-96.758372,
EAST RIVER ELECTRIC POWER COOPERATIVE INC,MADISON,SD,,44.011979,-97.100657,SDR10K892
ST FRANCIS WATER AUTHORITY,,SD,,44.446796,-100.238176,
THE PALISADES SUBDIVISION,STURGIS,SD,MEADE COUNTY,44.401,-103.526,SDR10H391
MORRIS CREEK PLACE STRUCTURE REPLACEMENT,TILFORD,SD,MEADE COUNTY,44.2875,-103.3525,SDR10K174
FREEDOM ESTATES AFFORDABLE HOUSING,BOX ELDER,SD,PENNINGTON COUNTY,44.113333,-103.038333,SDR10K468
HELPER INC,MADISON,SD,LAKE,44.011979,-97.100657,
DOT 427B-100TH MERIDIAN (WEST),,SD,,44.446796,-100.238176,
FOX RUN ADDITION,BROOKINGS,SD,BROOKINGS COUNTY,44.2799,-96.8014,SDR10J168
SPECIALTY MANUFACTURING COMPANY INC.,BATH,SD,BROWN,45.469084,-98.326538,
CLANDESTINE METH LAB,SIOUX FALLS,SD,MINNEHAHA,43.54277,-96.74249,
USFS-CNF WICKHAM GULCH,,SD,,44.446796,-100.238176,
PRESIDIO COMPONENTS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.596667,-96.675833,SDR10K482
LAKE POINSETT RECREATION AREA BOAT RAMP,ARLINGTON,SD,BROOKINGS COUNTY,44.541585,-97.068705,SDR10P126
ANDERSON - LONGVIEW WATER AND SEWER RECONSTRUCTION,RAPID CITY,SD,,44.0529,-103.111,SDR10P515
CHS CORSON FEED,CORSON,SD,MINNEHAHA COUNTY,43.61356,-96.57206,
P TAPU(26),TEA,SD,LINCOLN COUNTY,43.441185,-96.833286,SDR10P101
PONDEROSA MOBILE HOME RANCH,RAPID CITY,SD,PENNINGTON,44.198633,-103.247793,
BATTLE CREEK RESORT,CANISTOTA,SD,MCCOOK,43.59396,-97.247805,
ASHLAND SUBSTATION,RAPID CITY,SD,PENNINGTON COUNTY,44.125,-103.1428,SDR10K861
RCP&E - HURON YARD,HURON,SD,BEADLE,44.364814,-98.203008,
SD DEVELOPMENTAL CENTER,REDFIELD,SD,SPINK,44.89375,-98.519333,SD0021300 SDG821300
PCN 065K,RAPID CITY,SD,,44.0967,-103.2324,SDR10P393
BASS BEACH RESORT,,SD,,44.446796,-100.238176,
AR RANCH,PIEDMONT,SD,MEADE COUNTY,44.21501,-103.275132,SDR10J960
AUTO BODY SPECIALTIES INC,WATERTOWN,SD,CODINGTON,44.897609,-97.100413,
AMERICAN COLLOID FIELD SHOP,BELLE FOURCHE,SD,BUTTE,44.691213,-103.890852,
PINE RIDGE ROADS,PINE RIDGE,SD,SHANNON,43.18799,-102.74493,
PHEASANTLAND INDUSTRIES,SIOUX FALLS,SD,MINNEHAHA,43.566665,-96.724262,
VALANDRA BRIDGE VB-A036(3),ROSEBUD,SD,,43.1611,-101.0105,SDR10I02Z
PACTOLA WATER ASSOCIATION,,SD,PENNINGTON,44.002349,-102.823802,
"ADVANTAGE RV'S AND TRAILERS, INC.",WATERTOWN,SD,CODINGTON,44.88951,-97.15001,
LOCK & LOAD PLANT,SPEARFISH,SD,LAWRENCE COUNTY,44.480657,-103.803397,SDR10I077
PUMP STATION 240 IMPROVEMENTS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.506951,-96.603304,SDR10P111
SILVERSTAR CARWASH,BROOKINGS,SD,BROOKINGS COUNTY,44.3,-96.768782,SDR10J681
"CANTON, CITY OF",CANTON,SD,LINCOLN,43.30183,-96.589041,SD0022489
US BANK,SIOUX FALLS,SD,MINNEHAHA,43.54821,-96.72835,
DAKOTA FIBERGLASS INC,WEBSTER,SD,DAY,45.344511,-97.524914,
TRANSMISSION LINE #0729 REBUILD,LENNOX,SD,LINCOLN COUNTY,43.3593,-96.845399,SDR10J734
VALLEY VIEW COUNTRY CLUB,,SD,,44.446796,-100.238176,
HIGHEST HEALTH CHIROPRACTIC,SIOUX FALLS,SD,LINCOLN COUNTY,43.50008,-96.77676,SDR10K687
ASPEN PARK IMPROVEMENTS,BRANDON,SD,MINNEHAHA COUNTY,43.577986,-96.583275,SDR10K184
HURON CLEANERS INC,HURON,SD,BEADLE,44.36445,-98.213573,
CONTRACT 2019-06,TABOR,SD,BON HOMME COUNTY,43.241667,-97.420556,SDR10J974
ROYAL FLUSH SEPTIC SERVICE,CHESTER,SD,LAKE,43.894905,-96.927677,
DAKOTA AGROW,PLANKINTON,SD,AURORA,43.715711,-98.487965,
IRVING F JENSEN COMPANY,SOUTH DAKOTA,SD,PENNINGTON COUNTY,42.492653,-96.401894,
"BIA ROUTE 7 TO US HWY 83 IMPROVEMENT PROJECT, PH1",ROSEBUD,SD,TODD COUNTY,43.2296,-100.8486,SDR10I01K
WAYNE'S AUTO RECONDITIONING (FORMER LOCATION),RAPID CITY,SD,PENNINGTON,44.0822,-103.37111,
TERMINAL RENOVATION & EXPANSION - PROJECT 1 PHASE 1,RAPID CITY,SD,,44.0383,-103.06,SDR10P52M
COE-LK O/CAMPGROUND #1,,SD,,44.446796,-100.238176,
"ULTIMATE PROPERTY SOLUTIONS, INC",TEA,SD,LINCOLN COUNTY,43.450188,-96.810167,SDR10I489
NUTRIEN AG SOLUTIONS,PARKER,SD,TURNER,43.400157,-97.138328,
ROSEBUD UTILITIES COMMISSION,,SD,,44.446796,-100.238176,
41ST & LINEDRIVE APARTMENTS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.542858,-96.632065,SDR10K873
"BITUMINOUS PAVING, INC.",SOUTH DAKOTA,SD,BIG STONE,44.386119,-100.319166,
NWR-LA CREEK LITTLE WHITE RIVER,,SD,,44.446796,-100.238176,
VALLEY SPRINGS FARMERS COOPERATIVE,VALLEY SPRINGS,SD,MINNEHAHA,43.58295,-96.46548,
AERO TRAILERS,WATERTOWN,SD,CODINGTON,44.89061,-97.17911,
PENSKE AUTO CENTER,RAPID CITY,SD,PENNINGTON,44.08758,-103.19405,
RAPID TANK & SUPPLY CO INC,RAPID CITY,SD,PENNINGTON,44.0967,-103.27135,
BONESTEEL,,SD,GREGORY,43.179094,-99.202158,
TRANSCANADA KEYSTONE PIPELINE LP,FREEMAN,SD,HUTCHINSON,43.2928,-97.47942,
SHERWIN-WILLIAMS #3239,WATERTOWN,SD,CODINGTON,44.889984,-97.073589,
DAKOTALAND FEEDS LLC,HURON,SD,BEADLE,44.360556,-98.218889,
TRUENORTH STEEL - HURON,HURON,SD,BEADLE COUNTY,44.370212,-98.217332,
PARKING LOTS 14 & 15 IMPROVEMENTS,VERMILLION,SD,CLAY COUNTY,42.787939,-96.923275,SDR10K727
TAMMEN OIL COMPANY,HARTFORD,SD,MINNEHAHA,43.611813,-96.950272,
KYLE WATER SYSTEM-KYLE TREATMENT PLANT,PINE RIDGE,SD,SHANNON COUNTY,43.18799,-102.74493,
"MITOGRAPHERS, THE",SIOUX FALLS,SD,MINNEHAHA,43.59687,-96.72337,
FORTERRA CONCRETE PRODUCTS - RAPID CITY,RAPID CITY,SD,PENNINGTON COUNTY,44.04066,-103.189278,
3V2K APARTMENTS,BROOKINGS,SD,BROOKINGS COUNTY,44.3169,-96.8118,SDR10F941
STRATFORD,,SD,BROWN,45.589254,-98.352175,
TCC - SIOUX FALLS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.56837,-96.67929,
ROYAL CANIN USA INC,NORTH SIOUX CITY,SD,UNION,42.53434,-96.4976,
INTEX CORPORATION,SOUTH DAKOTA,SD,WRIGHT,45.245746,-93.660545,
ROSEBUD CONCRETE INC,MISSION,SD,TODD,43.30905,-100.6593,SDR05I300
PRAIRIE FUELS,,SD,,44.446796,-100.238176,
AMOCO OIL COMPANY,SIOUX FALLS,SD,MINNEHAHA,43.54393,-96.75158,
FARMERS UNION OIL CO. ( MCLAUGHLIN-FAC.4040020),MC LAUGHLIN,SD,CORSON,45.9372,-101.97334,
THE VILLAS AT PONDEROSA HIGHLANDS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.5306,-96.628799,SDR10J104
REE HEIGHTS SEWER SERVICE,REE HEIGHTS,SD,HAND,44.514047,-99.185453,
COASTAL MART NO. 1827,MITCHELL,SD,DAVISON,43.70943,-98.0269,
"ASHTON, TOWN OF",ASHTON,SD,SPINK,44.990028,-98.4825,SD0022276
WEE CAMPGROUND,,SD,,44.446796,-100.238176,
NORTH ALLEN WATER SYSTEM-TREATMENT PLANT #01,PINE RIDGE,SD,,43.18799,-102.74493,
CSP-BLUE STAR MEMORIAL (BS),,SD,,44.446796,-100.238176,
BRO 8068(13),LESTERVILLE,SD,YANKTON COUNTY,43.14583,-97.549616,SDR10P104
MYRL & ROYS PAVING INC,SIOUX FALLS,SD,MINNEHAHA,43.5838,-96.70683,
SUNSET MOTEL C/O ALBERT LYONS,,SD,,44.446796,-100.238176,
GREEN ACRES TRAILER COURT,,SD,,44.446796,-100.238176,
RUNGE ENTERPRISES INC,SIOUX FALLS,SD,PORTABLE SOURCE,43.597887,-96.72492,
BELLE FOURCHE,,SD,BUTTE,44.896435,-103.501762,
WATER & SEWER IMPROVEMENTS BLOCK 13 BOULEVARD ADDITION,RAPID CITY,SD,,44.198633,-103.247793,SDR10L006
WRF MISCELLANEOUS PUMP STATION IMPROVEMENTS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.555096,-96.752137,SDR10P200
CANYON LAKE RESORT,RAPID CITY,SD,PENNINGTON,44.067734,-103.310357,
"HARRISBURG, CITY OF (WTP)","HARRISBURG, CITY OF",SD,LINCOLN,43.42557,-96.69898,SDG860049
RAYMER BURTON,BRADLEY,SD,CLARK,45.090102,-97.64003,
SD ARNG - OMS 5 MITCHELL,MITCHELL,SD,DAVISON,43.690246,-98.036652,
VALHALLA ADDITION,,SD,LAWRENCE,44.353669,-103.796528,
TAHOE ST & POWDER HOUSE RD EXTENSION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.56103,-96.651598,SDR10K283
GRACEVALE HUTTERIAN BRETHREN,WINFRED,SD,LAKE,43.99678,-97.362255,
JUSTRAS BODY SHOP,YANKTON,SD,YANKTON,42.90418,-97.39996,
HIGH POINTE ESTATES ADDITION,TEA,SD,LINCOLN COUNTY,43.458635,-96.840136,SDR10I474
MOBRIDGE--CITY OF,MOBRIDGE,SD,WALWORTH,45.533368,-100.428032,
PINE RIDGE OIL CO,PINE RIDGE,SD,SHANNON,43.6091,-103.59594,
SHIRT TAIL GULCH DEVELOPMENT,DEADWOOD,SD,LAWRENCE,44.391003,-103.6966,
CROCKER SWITCHYARD,WEBSTER,SD,DAY COUNTY,45.128694,-97.801305,SDR10J410
PCN 08LD,SUMMERSET,SD,MEADE COUNTY,44.1996,-103.3541,SDR10P305
"SIOUX STEEL, PRO-TEC DIVISION",LENNOX,SD,LINCOLN,43.34327,-96.88781,SDU000182
LJS PROFESSIONAL BODY SHOP,BROOKINGS,SD,BROOKINGS,44.30472,-96.7936,
"BRO 8055(00)01 - PCN 03EN - 1.2 MILES NORTH AND 1 MILE WEST OF CORONA, SD",WATERTOWN,SD,CODINGTON COUNTY,44.8904,-97.21725,SDR10I003
BIOGENETIC SERVICES INC.,BROOKINGS,SD,BROOKINGS,44.31141,-96.7668,
DONS STANDARD,MURDO,SD,JONES,43.886692,-100.705791,
BUHLS OF BRITTON,BRITTON,SD,MARSHALL,45.79233,-97.75053,
WATER MAIN IMPROVEMENTS,VALLEY SPRINGS,SD,,43.590202,-96.432388,SDR10L019
GREENS STANDARD,BURKE,SD,GREGORY,43.180989,-99.29221,
WALL - CITY OF,WALL,SD,PENNINGTON,43.904306,-102.15775,SD0020346 SDG820346
SCHAAPS TRAVELAND,SIOUX FALLS,SD,MINNEHAHA,43.56956,-96.7697,
COPPER CREEK DEVELOPMENT,SIOUX FALLS,SD,LINCOLN COUNTY,43.536673,-96.641191,SDR10C636
GROWERS AG SERVICE,HURON,SD,BEADLE,44.371965,-98.214113,
FULL CIRCLE DAIRY LLC,HURLEY,SD,TURNER COUNTY,43.312883,-97.164164,SDR10J364
RNG PIPELINE,CENTERVILLE,SD,TURNER COUNTY,43.17495,-96.847369,SDR10K237
AURORA-BRULE RURAL WATER SYSTEM,,SD,AURORA,43.724719,-98.577587,
ARLINGTON,,SD,KINGSBURY,44.362969,-97.499313,
JOE WELCH,HARROLD,SD,HUGHES COUNTY,44.305278,-99.768333,SDR10K408
SAM'S CLUB #8165,SIOUX FALLS,SD,MINNEHAHA,43.5189,-96.77111,
SPEARFISH KOA,SPEARFISH,SD,LAWRENCE,44.498478,-103.890276,
MOUNTAIN MEADOW LOT 3 WELL,HILL CITY,SD,PENNINGTON,43.933713,-103.570374,
HORSE CREEK-CABIN WELL,RAPID CITY,SD,PENNINGTON,44.067734,-103.310357,
COE-LK S/IRON NATION N,,SD,,44.446796,-100.238176,
UNIVERSITY HILLS BUILDING #5,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.595481,-96.794128,SDR10K738
TWO GUYS & A GARAGE AUTO REPAIR,HARTFORD,SD,MINNEHAHA,43.607015,-96.946101,
HANSON RURAL WATER SYSTEM (WTP),"EMERY, CITY OF",SD,HANSON,43.603236,-97.622516,SDG860039
SOLAR SOUND CORPORATION D.B.A. LIGHTING MAINTENANCE CO,RAPID CITY,SD,PENNINGTON,44.06274,-103.19266,
SHEPHERD HILLS WATER BOOSTER PUMP STATION PROJECT 21-2682/CIP 51338,RAPID CITY,SD,,44.0856,-103.1812,SDR10P52Z
CONCRETE MATERIALS COMPANY,SIOUX FALLS,SD,LINCOLN,43.597887,-96.72492,
SFP LLC,ROSCOE,SD,EDMUNDS COUNTY,45.2892,-99.2391,SDR10K681
WANBLEE ELEMENTARY SCHOOL,,SD,,44.446796,-100.238176,
PINE HILLS PARK,,SD,MEADE,44.606792,-102.715864,
SCOTT PETERSON,BELLE FOURCHE,SD,BUTTE COUNTY,44.639731,-103.861153,SDR10H579
CITYS EDGE APARTMENTS,SIOUX FALLS,SD,LINCOLN COUNTY,43.483958,-96.679653,SDR10K123
ANNIE CREEK MINE TAILINGS,LEAD,SD,LAWRENCE,44.34166,-103.86805,
WATERTOWN ICE COMPLEX,WATERTOWN,SD,CODINGTON COUNTY,44.906379,-97.162739,SDR10K854
PCN 085A,TEA,SD,,43.4466,-96.9108,SDR10P440
RIV-R-LAND WATER COMPANY,,SD,UNION,42.831106,-96.650829,
"JENSEN ROCK & SAND, INC.",MOBRIDGE,SD,PORTABLE SOURCE,45.5364,-100.424,
HELDT CHEMICAL COMPANY,BROOKINGS,SD,BROOKINGS,44.325731,-96.772432,
WILLOW RIDGE,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.543552,-96.629504,SDR10K606
SYCAMORE SEWER EXTENSION 2021,PARKSTON,SD,HUTCHINSON COUNTY,43.391667,-97.994444,SDR10K288
SOUTH DAKOTA WHEAT GROWERS ASSOCIATION,HURON,SD,BEADLE,44.370488,-98.233963,
BLACKFOOT WATER SYSTEM,,SD,,44.446796,-100.238176,
FISHER SAND & GRAVEL COMPANY,DICKINSON,SD,PORTABLE SOURCE,46.87978,-102.785251,
TALLGRASS CIRCLE,BRANDON,SD,MINNEHAHA COUNTY,43.579897,-96.590089,SDR10K850
DSU ATHLETICS EVENTS CENTER,MADISON,SD,LAKE COUNTY,44.019194,-97.106611,SDR10K695
TRANSITION CALF BARN & SOLID WASTE STORAGE BUILDIN,ANDOVER,SD,DAY COUNTY,45.404788,-97.906999,SDR10D226
"FORD TRUCKING, LLC",NEMO,SD,LAWRENCE,44.195,-103.50478,
JEBRO INC,BRANDON,SD,MINNEHAHA,43.615484,-96.578279,
PRESENTATION PLACE - ABERDEEN,ABERDEEN,SD,BROWN COUNTY,45.4756,-98.4822,SDR10J526
CASTLEWOOD WATER SYSTEM IMPROVEMENTS,CASTLEWOOD,SD,,44.7233,-97.0895,SDR10P52E
TITAN MACHINERY INC.,ABERDEEN,SD,BROWN,45.45901,-98.41139,
BOULDER CANYON COUNTRY CLUB-TREAT SITE - #1,BLACK HAWK,SD,LAWRENCE,44.179163,-103.336656,
FINLEY HEIGHTS HOUSING WWTP,AGENCY VILLAGE,SD,ROBERTS,45.454167,-97.072611,SD0034649
FAMIL-E-FUN CAMP,,SD,,44.446796,-100.238176,
ELKTON SCHOOL,ELKTON,SD,BROOKINGS,44.23152,-96.48263,
O'REILLY AUTO PARTS 5544,VERMILLION,SD,CLAY,42.788194,-96.939032,
RED APPLE DAY CARE CENTER,,SD,,44.446796,-100.238176,
UPLAND COLONY,ARTESIAN,SD,SANBORN,44.009148,-97.92407,
THE CRIMSON DEVELOPMENT,SIOUX FALLS,SD,LINCOLN COUNTY,43.47375,-96.732,SDR10K231
INTEX CORPORATION,SOUTH DAKOTA,SD,WRIGHT,45.245746,-93.660545,
2019 STORM REPAIRS 61,LONEMAN,SD,SHANNON COUNTY,43.2021,-102.7998,SDR10I01Y
PRESHO WWTP,PRESHO,SD,LYMAN,43.901137,-100.05879,
"ROSCOE, CITY OF",ROSCOE,SD,EDMUNDS,45.436111,-99.319722,SD0020036
WESTERN CONSOLIDATED COOPERATIVE,TWIN BROOKS,SD,GRANT COUNTY,45.222509,-96.756046,
BLUE BELL LODGE & RESORT,,SD,,44.446796,-100.238176,
AGRI AIR INC,PUKWANA,SD,BRULE,43.777934,-99.183195,
PS 215 FORCE MAIN REHABILITATION,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.556219,-96.743283,SDR10P112
WAGON WHEEL LODGE,,SD,,44.446796,-100.238176,
WATER RECLAMATION FACILITY IMPROVEMENTS,SIOUX FALLS,SD,MINNEHAHA COUNTY,43.597052,-96.666953,SDR10P125
LOWER BRULE TRIBAL SCHOOL,LOWER BRULE,SD,LYMAN,44.072531,-99.578707,
PARK ROADS & PARKING LOT IMPROVEMENTS,SIOXU FALLS,SD,,43.595415,-96.7911,SDR10P286
NORTHTOWN INC. D/B/A ABRA AUTO BODY & GLASS - YANKTON,YANKTON,SD,YANKTON,42.92057,-97.39747,
S&L MILLWORK INC,RAPID CITY,SD,PENNINGTON,44.09305,-103.26462,
DIMOCK FARMERS ELEVATOR,DIMOCK,SD,DOUGLAS,43.484538,-98.163129,
HILL CITY VISITOR CENTER,HILL CITY,SD,PENNINGTON,43.933713,-103.570374,
DESMET,,SD,KINGSBURY,44.362969,-97.499313,
PACER CORPORATION - TIN MOUNTAIN MINE,CUSTER,SD,CUSTER,43.855937,-103.6941,
LUBRICATION TECHNOLOGIES LIQUID RECYCLING,DESMET,SD,KINGSBURY,44.386151,-97.549334,
"COSTELLO INVESTMENTS, LLC",SIOUX FALLS,SD,MINNEHAHA,43.55067,-96.72837,
