stage_value_display_sortable,data_provider,abbrev,stage_value_display,station_num,meas_value_display_sortable,meas_flagb,wd,meas_flaga,row_color,water_source,gnis_id,detailsLink,contr_area,st,meas_value,modified,cty,station_type,modifiedDate,meas_units,stage_flagb,stage_flaga,stream_mile,symbol_shape,longdecdeg,meas_value_display,drain_area,huc10,location_accuracy,more_information,parameter,utm_y,utm_x,station_name,symbol_color,stage_value,symbol_scale,data_category,county,latdecdeg,stage_units,station_name_display,div,usgs_station_id,meas_date_time,wdid,stage_parameter
null,DWR,LCCWSCCO,null,8747,0,null,7,O,null,CLEAR CREEK,00181805,LCCWSCCO,null,CO,0,/Date(1639015789710)/,0,Diversion Structure,/Date(1638946800000)/,cfs,null,null,null,Circle,-104.93023,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LCCWSCCO?params=DISCHRG,DISCHRG,4414191.0,505967.0,CC PRD WEST SPRAT-PLATTE PIT,Green,null,13,Surface Water,UNKNOWN,39.877755,null,CC PRD WEST SPRAT-PLATTE PIT,1,null,/Date(1639015200000)/,0701402,null
null,DWR,LCPUMPCO,null,8551,0.04,null,8,O,null,SOUTH PLATTE RIVER,00201759,LCPUMPCO,null,CO,0.04,/Date(1639017950393)/,18,Diversion Structure,/Date(1638946800000)/,cfs,null,null,264.45,Circle,-105.104757,0.04 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LCPUMPCO?params=DISCHRG,DISCHRG,4370545.7,490991.6,LAST CHANCE PUMP STATION,Green,null,13,Surface Water,DOUGLAS,39.484474,null,LAST CHANCE PUMP STATION,1,null,/Date(1639017000000)/,0801006,null
null,DWR,LCWDITCO,null,9453,0,null,6,O,null,SOUTH BOULDER CREEK,00180974,LCWDITCO,null,CO,0,/Date(1639016150097)/,7,Diversion Structure,/Date(1638946800000)/,cfs,null,null,1.49,Circle,-105.166113,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LCWDITCO?params=DISCHRG,DISCHRG,4430176.0,485826.0,LEYNER COTTONWOOD DITCH,Green,null,13,Surface Water,BOULDER,40.02168,null,LEYNER COTTONWOOD DITCH,1,null,/Date(1639015200000)/,0600565,null
null,U.S. Geological Survey,LDCWESCO,null,7829,0.57,null,7,O,null,LITTLE DRY CREEK,00181738,LDCWESCO,null,CO,0.57,/Date(1639015557920)/,1,Stream Gage,/Date(1638946800000)/,cfs,null,null,2.12,Circle,-105.040068,0.57 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LDCWESCO?params=DISCHRG,DISCHRG,4408508.0,496572.0,"LITTLE DRY CREEK AT WESTMINSTER, CO",Blue,null,13,Surface Water,ADAMS,39.826565,null,"LITTLE DRY CREEK AT WESTMINSTER, CO<br><font color=""green"">U.S. Geological Survey</font>",1,06719840,/Date(1639014600000)/,0702349,null
null,DWR,LEEBAUCO,null,8391,0,null,7,O,null,CLEAR CREEK,00181805,LEEBAUCO,null,CO,0,/Date(1639015789727)/,30,Diversion Structure,/Date(1638946800000)/,cfs,null,null,null,Circle,-105.141649,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LEEBAUCO?params=DISCHRG,DISCHRG,4402698.0,487870.0,LEE AND BAUGH DITCH,Green,null,13,Surface Water,JEFFERSON,39.774137,null,LEE AND BAUGH DITCH,1,null,/Date(1639015200000)/,0700602,null
0.21,DWR,LEFCRECO,0.21 ft,1375,3.2800000000000002,null,5,O,null,LEFT HAND CREEK,00178283,LEFCRECO,null,CO,3.2800000000000002,/Date(1639016389820)/,7,Stream Gage,/Date(1638946800000)/,cfs,null,O,14.95,Circle,-105.30451,3.28 cfs,52,10190005,User supplied,https://dwr.state.co.us/Tools/Stations/LEFCRECO?params=DISCHRG,DISCHRG,4441831.0,474056.0,"LEFT HAND CREEK NEAR BOULDER, CO.",Blue,0.21,13,Surface Water,BOULDER,40.126407,ft,"LEFT HAND CREEK NEAR BOULDER, CO.",1,06724500,/Date(1639016100000)/,0503201,GAGE_HT
1.11,DWR,LEFTHDCO,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",1640,3.99,null,5,O,null,SOUTH SAINT VRAIN CREEK,00178246,LEFTHDCO,null,CO,3.99,/Date(1635616282490)/,7,Diversion Structure,/Date(1635573600000)/,cfs,null,O,19.34,Circle,-105.50848,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,10190005,Digitized,https://dwr.state.co.us/Tools/Stations/LEFTHDCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4438024.0,456655.0,LEFT HAND DIVERSION NEAR WARD,Green,1.11,13,Surface Water,BOULDER,40.091391,ft,LEFT HAND DIVERSION NEAR WARD,1,null,null,0502000,GAGE_HT
null,U.S. Geological Survey,LEFTHOCO,null,6738,3.89,null,5,O,null,LEFT HAND CREEK,00178283,LEFTHOCO,null,CO,3.89,/Date(1639016759357)/,7,Stream Gage,/Date(1638946800000)/,cfs,null,null,2.9,Circle,-105.130832,3.89 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/LEFTHOCO?params=DISCHRG,DISCHRG,4442669.0,488855.0,"LEFT HAND CREEK AT HOVER ROAD NEAR LONGMONT, CO",Blue,null,13,Surface Water,BOULDER,40.134283,null,"LEFT HAND CREEK AT HOVER ROAD NEAR LONGMONT, CO<br><font color=""green"">U.S. Geological Survey</font>",1,06724970,/Date(1639015800000)/,0503200,null
null,DWR,LEGDITCO,null,3460,0,null,6,O,null,BOULDER CREEK,00178354,LEGDITCO,null,CO,0,/Date(1639016530847)/,7,Diversion Structure,/Date(1638946800000)/,cfs,null,null,13.26,Circle,-105.151148,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/LEGDITCO?params=DISCHRG,DISCHRG,4433724.0,487108.6,LEGGETT DITCH,Green,null,13,Surface Water,BOULDER,40.053667,null,LEGGETT DITCH,1,null,/Date(1639015200000)/,0600537,null
0.25,DWR,LELAHICO,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",2315,1.47,null,40,O,null,LEROUX CREEK,00186289,LELAHICO,null,CO,1.47,/Date(1637533690027)/,15,Diversion Structure,/Date(1637478000000)/,cfs,null,O,9.46,Circle,-107.794927,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,14020004,User supplied,https://dwr.state.co.us/Tools/Stations/LELAHICO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4308889.0,257607.0,HIGHLINE DITCH ON LEROUX CREEK NEAR LAZEAR,Green,0.25,13,Surface Water,DELTA,38.895461,ft,HIGHLINE DITCH ON LEROUX CREEK NEAR LAZEAR,4,null,null,4000923,GAGE_HT
null,U.S. Geological Survey,LEMRESCO,null,1970,13520,null,30,O,null,FLORIDA RIVER,00183961,LEMRESCO,null,CO,13520,/Date(1639016766350)/,34,Storage Structure,/Date(1638946800000)/,ACFT,null,null,43.38,Triangle,-107.662845,13520 ACFT,null,14080104,User supplied,https://dwr.state.co.us/Tools/Stations/LEMRESCO?params=STORAGE,STORAGE,4140633.4,264240.7,LEMON RESERVOIR NEAR DURANGO,Blue,null,13,Surface Water,LA PLATA,37.382504,null,"LEMON RESERVOIR NEAR DURANGO<br><font color=""green"">U.S. Geological Survey</font>",7,09362800,/Date(1639016100000)/,3003581,null
null,DWR,LEWDITCO,null,3057,1.39,null,64,O,null,SOUTH PLATTE RIVER,00201759,LEWDITCO,null,CO,1.39,/Date(1639017120970)/,38,Diversion Structure,/Date(1638946800000)/,cfs,null,null,50.77,Circle,-103.017733,1.39 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LEWDITCO?params=DISCHRG,DISCHRG,4517489.0,667242.0,LEWIS CREEK DIVERSION,Green,null,13,Surface Water,LOGAN,40.791385,null,LEWIS CREEK DIVERSION,1,null,/Date(1639015200000)/,6402901,null
0.26,DWR,LFCBSLCO,0.26 ft,1641,3.4,null,11,O,null,LAKE FORK,00189162,LFCBSLCO,null,CO,3.4,/Date(1639017710210)/,33,Stream Gage,/Date(1638946800000)/,cfs,null,O,0.0,Circle,-106.374653,3.4 cfs,null,11020001,User supplied,https://dwr.state.co.us/Tools/Stations/LFCBSLCO?params=DISCHRG,DISCHRG,4345552.0,381386.6,LAKE FORK CREEK BELOW SUGAR LOAF DAM NEAR LEADVILLE,Blue,0.26,13,Surface Water,LAKE,39.251193,ft,LAKE FORK CREEK BELOW SUGAR LOAF DAM NEAR LEADVILLE,2,07082500,/Date(1639017000000)/,1109520,GAGE_HT
null,U.S. Geological Survey,LFSANOCO,null,3780,4.19,null,60,O,"rgba(255,205,0,0.7)",LAKE FORK,00187467,LFSANOCO,null,CO,4.19,/Date(1637393476050)/,57,Stream Gage,/Date(1637391600000)/,cfs,null,null,4.08,Circle,-107.879122,null,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/LFSANOCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4189509.5,246571.0,LAKE FORK SAN MIGUEL RV ABV TROUT LAKE NR OPHIR CO,Blue,null,13,Surface Water,SAN MIGUEL,37.817843,null,"LAKE FORK SAN MIGUEL RV ABV TROUT LAKE NR OPHIR CO<br><font color=""green"">U.S. Geological Survey</font>",4,09171240,null,6002152,null
null,DWR,LGRRTNCO,null,9488,2.65,null,4,O,null,BIG THOMPSON RIVER,00205019,LGRRTNCO,null,CO,2.65,/Date(1639016558067)/,35,Diversion Structure,/Date(1638946800000)/,cfs,null,null,null,Triangle,-105.087793,2.65 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/LGRRTNCO?params=DISCHRG,DISCHRG,4471402.0,492550.0,LOVELAND GREELEY RES RETURN TO BIG T RIVER,Blue,null,13,Surface Water,LARIMER,40.393191,null,LOVELAND GREELEY RES RETURN TO BIG T RIVER,1,null,/Date(1639015200000)/,0404131,null
null,DWR,LHDDITCO,null,9664,0,null,6,O,"rgba(255,255,100,0.9)",SOUTH BOULDER CREEK,00180974,LHDDITCO,null,CO,0,/Date(1638334188010)/,7,Diversion Structure,/Date(1638255600000)/,cfs,null,null,0.0,Circle,-105.16337,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/LHDDITCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4431214.0,486062.0,LH DAVIDSON DITCH,Green,null,13,Surface Water,BOULDER,40.031036,null,LH DAVIDSON DITCH,1,null,/Date(1638310500000)/,0600735,null
null,DWR,LIDDITCO,null,3025,0,null,64,O,null,SOUTH PLATTE RIVER,00201759,LIDDITCO,null,CO,0,/Date(1639017118210)/,58,Diversion Structure,/Date(1638946800000)/,cfs,null,null,11.95,Circle,-102.382409,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LIDDITCO?params=DISCHRG,DISCHRG,4537054.0,720305.0,LIDDLE DITCH,Green,null,13,Surface Water,SEDGWICK,40.95494,null,LIDDLE DITCH,1,null,/Date(1639015200000)/,6400502,null
null,U.S. Geological Survey,LINGRRCO,null,538,0.59,null,38,O,null,LINCOLN CREEK,00180316,LINGRRCO,0,CO,0.59,/Date(1639016752450)/,49,Stream Gage,/Date(1638946800000)/,cfs,null,null,6.57,Circle,-106.616589,0.59 cfs,15,14010004,User supplied,https://dwr.state.co.us/Tools/Stations/LINGRRCO?params=DISCHRG,DISCHRG,4326924.2,360171.6,"LINCOLN CREEK BELOW GRIZZLY RESERVOIR NR ASPEN, CO",Blue,null,13,Surface Water,PITKIN,39.08024,null,"LINCOLN CREEK BELOW GRIZZLY RESERVOIR NR ASPEN, CO<br><font color=""green"">U.S. Geological Survey</font>",5,09073005,/Date(1639016100000)/,3802064,null
-0.07,DWR,LITCANCO,-0.07 ft,6450,0,null,33,O,null,TRANSBASIN WATER,null,LITCANCO,null,CO,0,/Date(1639016419753)/,34,Diversion Structure,/Date(1638946800000)/,cfs,null,O,null,Circle,-108.036878,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/LITCANCO?params=DISCHRG,DISCHRG,4134903.8,230900.7,LIGHTNER CREEK CANAL ABOVE HESPERUS,Green,-0.07,13,Surface Water,LA PLATA,37.321862,ft,LIGHTNER CREEK CANAL ABOVE HESPERUS,7,null,/Date(1639016100000)/,3304666,GAGE_HT
0.15,DWR,LITOSOCO,0.15 ft,2225,1.09,null,77,O,null,LITTLE NAVAJO RIVER,00191045,LITOSOCO,null,CO,1.09,/Date(1639017139980)/,4,Stream Gage,/Date(1638946800000)/,cfs,null,O,4.5,Circle,-106.811739,1.09 cfs,null,14080101,GPS,https://dwr.state.co.us/Tools/Stations/LITOSOCO?params=DISCHRG,DISCHRG,4104958.8,338955.2,LITTLE NAVAJO RIVER BELOW LITTLE OSO DIVERSION DAM,Blue,0.15,13,Surface Water,ARCHULETA,37.07709,ft,LITTLE NAVAJO RIVER BELOW LITTLE OSO DIVERSION DAM,7,null,/Date(1639017000000)/,7702201,GAGE_HT
0,DWR,LITSPGCO,"0.00 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",2802,null,Ssn,35,O,null,LITTLE SPRING CREEK,00192615,LITSPGCO,null,CO,null,/Date(1639017650217)/,2,Stream Gage,/Date(1638946800000)/,cfs,null,O,6.48,Circle,-105.650222,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,null,User supplied,https://dwr.state.co.us/Tools/Stations/LITSPGCO?params=DISCHRG,DISCHRG,4174161.5,442690.8,"LITTLE SPRING CREEK AT MEDANO RANCH NEAR MOSCA, CO",Blue,0,13,Surface Water,ALAMOSA,37.712921,ft,"LITTLE SPRING CREEK AT MEDANO RANCH NEAR MOSCA, CO",3,null,/Date(1639017000000)/,3502108,GAGE_HT
null,Northern Water,LITTH1CO,null,3054,0.24,null,4,O,null,COLORADO RIVER,00045730,LITTH1CO,null,CO,0.24,/Date(1639016520640)/,7,Diversion Structure,/Date(1638946800000)/,cfs,null,null,270.24,Circle,-105.20943,0.24 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/LITTH1CO?params=DISCHRG,DISCHRG,4456223.0,482191.3,LITTLE THOMPSON #1 DITCH,Green,null,13,Surface Water,BOULDER,40.256282,null,"LITTLE THOMPSON #1 DITCH<br><font color=""green"">Northern Water</font>",1,null,/Date(1639015200000)/,0402802,null
null,Northern Water,LITTH2CO,null,3053,0,null,4,O,null,COLORADO RIVER,00045730,LITTH2CO,null,CO,0,/Date(1639016520297)/,7,Diversion Structure,/Date(1638946800000)/,cfs,null,null,270.24,Circle,-105.209511,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/LITTH2CO?params=DISCHRG,DISCHRG,4456167.5,482184.0,LITTLE THOMPSON #2 DITCH,Green,null,13,Surface Water,BOULDER,40.255787,null,"LITTLE THOMPSON #2 DITCH<br><font color=""green"">Northern Water</font>",1,ES1900,/Date(1639015200000)/,0402803,null
1.85,DWR,LKCTURCO,"1.85 ft <sup><span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span></sup>",1642,null,Ssn,11,O,null,LAKE FORK,00179850,LKCTURCO,null,CO,null,/Date(1639017830340)/,33,Stream Gage,/Date(1638946800000)/,cfs,null,O,11.16,Circle,-106.442416,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,11020001,User supplied,https://dwr.state.co.us/Tools/Stations/LKCTURCO?params=DISCHRG,DISCHRG,4348983.5,375593.4,LAKE FORK CREEK ABOVE TURQUOISE,Blue,1.85,13,Surface Water,LAKE,39.281297,ft,LAKE FORK CREEK ABOVE TURQUOISE,2,null,/Date(1639017000000)/,1109519,GAGE_HT
72.74,DWR,LKISBLCO,72.74 ft,7938,971,null,15,O,null,SAINT CHARLES RIVER,00193752,LKISBLCO,null,CO,971,/Date(1639018010440)/,51,Storage Structure,/Date(1638946800000)/,ACFT,null,O,56.67,Triangle,-105.049796,971 ACFT,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LKISBLCO?params=STORAGE,STORAGE,4204102.5,495627.5,SAN ISABEL LAKE,Blue,72.74,13,Surface Water,PUEBLO,37.984556,ft,SAN ISABEL LAKE,2,null,/Date(1639017900000)/,1503830,ELEV
null,DWR,LLABY2CO,null,7881,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,LLABY2CO,null,CO,0,/Date(1639016555100)/,62,Diversion Structure,/Date(1638946800000)/,cfs,null,null,178.83,Circle,-104.703004,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LLABY2CO?params=DISCHRG,DISCHRG,4467966.0,525218.0,LOWER LATHAM BYPASS NO 2,Green,null,13,Surface Water,WELD,40.361887,null,LOWER LATHAM BYPASS NO 2,1,null,/Date(1639015200000)/,0202900,null
null,DWR,LLABYPCO,null,3456,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,LLABYPCO,null,CO,0,/Date(1639016529580)/,62,Diversion Structure,/Date(1638946800000)/,cfs,null,null,178.83,Circle,-104.704254,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/LLABYPCO?params=DISCHRG,DISCHRG,4467935.0,525112.0,LOWER LATHAM AUGMENTATION BYPASS,Green,null,13,Surface Water,WELD,40.361611,null,LOWER LATHAM AUGMENTATION BYPASS,1,null,/Date(1639015200000)/,0202900,null
null,DWR,LLADIVCO,null,3446,0,null,2,O,null,SOUTH PLATTE RIVER,00201759,LLADIVCO,null,CO,0,/Date(1639016526060)/,62,Diversion Structure,/Date(1638946800000)/,cfs,null,null,178.72,Circle,-104.702382,0 cfs,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/LLADIVCO?params=DISCHRG,DISCHRG,4467925.0,525271.0,LOWER LATHAM DITCH,Green,null,13,Surface Water,WELD,40.361516,null,LOWER LATHAM DITCH,1,null,/Date(1639015200000)/,0200834,null
-0.05,DWR,LMCDITCO,-0.05 ft,8627,0,null,19,O,null,PURGATOIRE RIVER,00201784,LMCDITCO,null,CO,0,/Date(1639017620197)/,36,Diversion Structure,/Date(1638946800000)/,cfs,null,O,142.69,Circle,-104.266107,0 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/LMCDITCO?params=DISCHRG,DISCHRG,4124130.0,565076.0,LEWELLING-MCCORMICK DITCH,Green,-0.05,13,Surface Water,LAS ANIMAS,37.261466,ft,LEWELLING-MCCORMICK DITCH,2,null,/Date(1639017000000)/,1900575,GAGE_HT
0.61,DWR,LNBC10CO,0.61 ft,7817,33.1,null,8,O,null,SOUTH PLATTE RIVER,00201759,LNBC10CO,null,CO,33.1,/Date(1639017950360)/,3,Stream Gage,/Date(1638946800000)/,cfs,null,O,256.72,Circle,-105.040198,33.1 cfs,null,null,Digitized,https://dwr.state.co.us/Tools/Stations/LNBC10CO?params=DISCHRG,DISCHRG,4379660.0,496548.0,LITTLETON BOAT CHUTE NO 10,Blue,0.61,13,Surface Water,ARAPAHOE,39.566637,ft,LITTLETON BOAT CHUTE NO 10,1,null,/Date(1639017000000)/,0801997,GAGE_HT
null,DWR,LOLRTNCO,null,9220,0,null,1,O,null,SOUTH PLATTE RIVER,00201759,LOLRTNCO,null,CO,0,/Date(1639018070317)/,62,Diversion Structure,/Date(1638946800000)/,cfs,null,null,null,Circle,-104.430936,0 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LOLRTNCO?params=DISCHRG,DISCHRG,4465386.0,548336.0,LOWER LATHAM END OF DITCH RETURN,Green,null,13,Surface Water,WELD,40.337625,null,LOWER LATHAM END OF DITCH RETURN,1,null,/Date(1639017000000)/,0102942,null
null,DWR,LOMOUTCO,null,7695,1.46,null,7,O,null,LOCH LOMOND CREEK,00070001,LOMOUTCO,null,CO,1.46,/Date(1633911540360)/,10,Stream Gage,/Date(1633845600000)/,cfs,null,null,1.66,Circle,-105.675586,"<span title=""Parameter monitored seasonally"" style=""cursor: help;"">Ssn</span>",null,null,GPS,https://dwr.state.co.us/Tools/Stations/LOMOUTCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4409493.0,442193.0,LOCH LOMOND RESERVOIR OUTLET,Blue,null,13,Surface Water,CLEAR CREEK,39.83348,null,LOCH LOMOND RESERVOIR OUTLET,1,null,null,0703399,null
0.32,DWR,LONALOCO,0.32 ft,6777,1.17,null,33,O,null,LONG HOLLOW,00179275,LONALOCO,null,CO,1.17,/Date(1639016479747)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,O,2.96,Circle,-108.14826,1.17 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LONALOCO?params=DISCHRG,DISCHRG,4107085.0,220093.0,"LONG HOLLOW ABOVE LONG HOLLOW RESERVOIR NEAR RED MESA, CO",Blue,0.32,13,Surface Water,LA PLATA,37.068287,ft,"LONG HOLLOW ABOVE LONG HOLLOW RESERVOIR NEAR RED MESA, CO",7,null,/Date(1639016100000)/,3302209,GAGE_HT
0.77,DWR,LONMINCO,0.77 ft,3644,2.27,null,23,O,null,SOUTH MOSQUITO CREEK,00179920,LONMINCO,null,CO,2.27,/Date(1639017650250)/,47,Stream Gage,/Date(1638946800000)/,cfs,null,O,null,Circle,-106.144932,2.27 cfs,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LONMINCO?params=DISCHRG,DISCHRG,4347698.0,401240.0,LONDON MINE,Blue,0.77,13,Surface Water,PARK,39.273015,ft,LONDON MINE,1,null,/Date(1639017000000)/,2301085,GAGE_HT
0,DWR,LONREDCO,0.00 ft,1643,0,null,33,O,null,LONG HOLLOW,00179275,LONREDCO,null,CO,0,/Date(1639016959910)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,O,0.43,Circle,-108.177136,0 cfs,null,140801,GPS,https://dwr.state.co.us/Tools/Stations/LONREDCO?params=DISCHRG,DISCHRG,4105947.0,217484.0,LONG HOLLOW AT THE MOUTH NEAR RED MESA,Blue,0,13,Surface Water,LA PLATA,37.057262,ft,LONG HOLLOW AT THE MOUTH NEAR RED MESA,7,null,/Date(1639016100000)/,3302210,GAGE_HT
14.74,DWR,LONRESCO,14.74 ft,6903,64,null,33,O,null,LONG HOLLOW,00179275,LONRESCO,null,CO,64,/Date(1639015279413)/,34,Storage Structure,/Date(1638946800000)/,ACFT,null,O,0.58,Triangle,-108.174993,64 ACFT,null,null,GPS,https://dwr.state.co.us/Tools/Stations/LONRESCO?params=STORAGE,STORAGE,4106041.0,217678.0,"LONG HOLLOW RESERVOIR NEAR RED MESA, CO",Blue,14.74,13,Surface Water,LA PLATA,37.058166,ft,"LONG HOLLOW RESERVOIR NEAR RED MESA, CO",7,null,/Date(1639014300000)/,3303530,ELEV
null,DWR,LONSUPCO,null,3466,0.43,null,5,O,"rgba(255,205,0,0.7)",SAINT VRAIN CREEK,00205012,LONSUPCO,null,CO,0.43,/Date(1636744605450)/,7,Diversion Structure,/Date(1636700400000)/,cfs,null,null,29.16,Circle,-105.218787,null,null,null,User supplied,https://dwr.state.co.us/Tools/Stations/LONSUPCO?params=DISCHRG,"<span style=""color: red;"">DISCHRG</span>",4450444.0,481381.0,LONGMONT SUPPLY DITCH,Green,null,13,Surface Water,BOULDER,40.2042,null,LONGMONT SUPPLY DITCH,1,null,null,0500545,null
-0.1,DWR,LOPLABCO,-0.10 ft,2091,0,null,1,O,null,SOUTH PLATTE RIVER,00201759,LOPLABCO,null,CO,0,/Date(1639018190473)/,44,Diversion Structure,/Date(1638946800000)/,cfs,null,O,110.53,Circle,-103.69381,0 cfs,null,10190012,User supplied,https://dwr.state.co.us/Tools/Stations/LOPLABCO?params=DISCHRG,DISCHRG,4459903.0,611038.3,LOWER PLATTE AND BEAVER CANAL @ 20 FT PARSHALL FLUME,Green,-0.1,13,Surface Water,MORGAN,40.282253,ft,LOWER PLATTE AND BEAVER CANAL @ 20 FT PARSHALL FLUME,1,null,/Date(1639017900000)/,0100518,GAGE_HT
null,U.S. Geological Survey,LOSDOLCO,null,1449,0,null,71,O,null,DOLORES RIVER,01440517,LOSDOLCO,0,CO,0,/Date(1639016757227)/,42,Stream Gage,/Date(1638946800000)/,cfs,null,null,174.15,Circle,-108.468668,0 cfs,71,14030002,GPS,https://dwr.state.co.us/Tools/Stations/LOSDOLCO?params=DISCHRG,DISCHRG,4149997.0,193135.0,"LOST CANYON CREEK NEAR DOLORES, CO.",Blue,null,13,Surface Water,MONTEZUMA,37.44596,null,"LOST CANYON CREEK NEAR DOLORES, CO.<br><font color=""green"">U.S. Geological Survey</font>",7,09166950,/Date(1639016100000)/,"7102007, 7102205",null
null,U.S. Geological Survey,LOSDOLCO,null,1449,0,null,71,O,null,LOST CANYON CREEK,00178791,LOSDOLCO,0,CO,0,/Date(1639016757227)/,42,Stream Gage,/Date(1638946800000)/,cfs,null,null,3.55,Circle,-108.468668,0 cfs,71,14030002,GPS,https://dwr.state.co.us/Tools/Stations/LOSDOLCO?params=DISCHRG,DISCHRG,4149997.0,193135.0,"LOST CANYON CREEK NEAR DOLORES, CO.",Blue,null,13,Surface Water,MONTEZUMA,37.44596,null,"LOST CANYON CREEK NEAR DOLORES, CO.<br><font color=""green"">U.S. Geological Survey</font>",7,09166950,/Date(1639016100000)/,"7102007, 7102205",null
null,U.S. Geological Survey,LOSIGNCO,null,2440,2.59,null,31,O,null,LOS PINOS RIVER,00938722,LOSIGNCO,0,CO,2.59,/Date(1639018577137)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,null,14.74,Circle,-107.58251,2.59 cfs,340,14080101,GPS,https://dwr.state.co.us/Tools/Stations/LOSIGNCO?params=DISCHRG,DISCHRG,4116422.9,270698.9,"LOS PINOS RIVER NEAR IGNACIO, CO",Blue,null,13,Surface Water,LA PLATA,37.166117,null,"LOS PINOS RIVER NEAR IGNACIO, CO<br><font color=""green"">U.S. Geological Survey</font>",7,09353800,/Date(1639017900000)/,3102201,null
null,U.S. Geological Survey,LOSLABCO,null,1358,16.4,null,31,O,null,LOS PINOS RIVER,00938722,LOSLABCO,0,CO,16.4,/Date(1639017959340)/,34,Stream Gage,/Date(1638946800000)/,cfs,null,null,0.74,Circle,-107.599514,16.4 cfs,520,14080101,GPS,https://dwr.state.co.us/Tools/Stations/LOSLABCO?params=DISCHRG,DISCHRG,4099079.9,268713.2,"LOS PINOS RIVER AT LA BOCA, CO.",Blue,null,13,Surface Water,LA PLATA,37.009454,null,"LOS PINOS RIVER AT LA BOCA, CO.<br><font color=""green"">U.S. Geological Survey</font>",7,09354500,/Date(1639017000000)/,3102200,null
0.07,DWR,LOSODVCO,0.07 ft,1644,0,null,77,O,null,LITTLE NAVAJO RIVER,00191045,LOSODVCO,null,CO,0,/Date(1639017139963)/,4,Diversion Structure,/Date(1638946800000)/,cfs,null,O,4.54,Circle,-106.811021,0 cfs,null,14080101,User supplied,https://dwr.state.co.us/Tools/Stations/LOSODVCO?params=DISCHRG,DISCHRG,4104968.3,339019.3,LITTLE OSO DIVERSION NEAR CHROMO,Green,0.07,13,Surface Water,ARCHULETA,37.077182,ft,LITTLE OSO DIVERSION NEAR CHROMO,7,null,/Date(1639017000000)/,7704636,GAGE_HT
2,DWR,LOSORTCO,2.00 ft,1645,7.9,null,22,O,null,RIO DE LOS PINOS,00910224,LOSORTCO,0,NM,7.9,/Date(1639016389820)/,null,Stream Gage,/Date(1638946800000)/,cfs,null,O,2.88,Circle,-106.073562,7.9 cfs,null,13010005,User supplied,https://dwr.state.co.us/Tools/Stations/LOSORTCO?params=DISCHRG,DISCHRG,4093440.0,404455.0,LOS PINOS RIVER NEAR ORTIZ,Blue,2,13,Surface Water,null,36.982229,ft,LOS PINOS RIVER NEAR ORTIZ,3,08248000,/Date(1639016100000)/,2202015,GAGE_HT
